"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",588,"AC",2011
"(0,1]","MASCULINO",734,"AC",2011
"(1,5]","FEMININO",1406,"AC",2011
"(1,5]","MASCULINO",1819,"AC",2011
"(5,10]","FEMININO",1038,"AC",2011
"(5,10]","MASCULINO",1498,"AC",2011
"(10,15]","FEMININO",1870,"AC",2011
"(10,15]","MASCULINO",1049,"AC",2011
"(15,20]","FEMININO",6699,"AC",2011
"(15,20]","MASCULINO",1297,"AC",2011
"(20,25]","FEMININO",6182,"AC",2011
"(20,25]","MASCULINO",1418,"AC",2011
"(25,30]","FEMININO",5178,"AC",2011
"(25,30]","MASCULINO",1499,"AC",2011
"(30,35]","FEMININO",3458,"AC",2011
"(30,35]","MASCULINO",1293,"AC",2011
"(35,40]","FEMININO",2126,"AC",2011
"(35,40]","MASCULINO",1181,"AC",2011
"(40,50]","FEMININO",2276,"AC",2011
"(40,50]","MASCULINO",2104,"AC",2011
"(50,60]","FEMININO",1536,"AC",2011
"(50,60]","MASCULINO",1903,"AC",2011
"(60,70]","FEMININO",1323,"AC",2011
"(60,70]","MASCULINO",1729,"AC",2011
"(70,80]","FEMININO",1066,"AC",2011
"(70,80]","MASCULINO",1482,"AC",2011
"(80,Inf]","FEMININO",726,"AC",2011
"(80,Inf]","MASCULINO",984,"AC",2011
NA,"FEMININO",471,"AC",2011
NA,"MASCULINO",281,"AC",2011
