"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1742,"MT",2021
"(0,1]","MASCULINO",2205,"MT",2021
"(1,5]","FEMININO",3483,"MT",2021
"(1,5]","MASCULINO",4517,"MT",2021
"(5,10]","FEMININO",2338,"MT",2021
"(5,10]","MASCULINO",3501,"MT",2021
"(10,15]","FEMININO",3073,"MT",2021
"(10,15]","MASCULINO",2672,"MT",2021
"(15,20]","FEMININO",13981,"MT",2021
"(15,20]","MASCULINO",3735,"MT",2021
"(20,25]","FEMININO",18217,"MT",2021
"(20,25]","MASCULINO",4444,"MT",2021
"(25,30]","FEMININO",15580,"MT",2021
"(25,30]","MASCULINO",4707,"MT",2021
"(30,35]","FEMININO",12005,"MT",2021
"(30,35]","MASCULINO",5352,"MT",2021
"(35,40]","FEMININO",8826,"MT",2021
"(35,40]","MASCULINO",5844,"MT",2021
"(40,50]","FEMININO",11617,"MT",2021
"(40,50]","MASCULINO",12398,"MT",2021
"(50,60]","FEMININO",9892,"MT",2021
"(50,60]","MASCULINO",13339,"MT",2021
"(60,70]","FEMININO",8628,"MT",2021
"(60,70]","MASCULINO",12075,"MT",2021
"(70,80]","FEMININO",6252,"MT",2021
"(70,80]","MASCULINO",8071,"MT",2021
"(80,Inf]","FEMININO",3542,"MT",2021
"(80,Inf]","MASCULINO",4100,"MT",2021
NA,"FEMININO",1002,"MT",2021
NA,"MASCULINO",1133,"MT",2021
