"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",5194,"RS",2021
"(0,1]","MASCULINO",6932,"RS",2021
"(1,5]","FEMININO",11181,"RS",2021
"(1,5]","MASCULINO",13885,"RS",2021
"(5,10]","FEMININO",7056,"RS",2021
"(5,10]","MASCULINO",9762,"RS",2021
"(10,15]","FEMININO",7053,"RS",2021
"(10,15]","MASCULINO",6844,"RS",2021
"(15,20]","FEMININO",26270,"RS",2021
"(15,20]","MASCULINO",10135,"RS",2021
"(20,25]","FEMININO",41214,"RS",2021
"(20,25]","MASCULINO",13071,"RS",2021
"(25,30]","FEMININO",38211,"RS",2021
"(25,30]","MASCULINO",14270,"RS",2021
"(30,35]","FEMININO",32333,"RS",2021
"(30,35]","MASCULINO",15269,"RS",2021
"(35,40]","FEMININO",28486,"RS",2021
"(35,40]","MASCULINO",18253,"RS",2021
"(40,50]","FEMININO",42675,"RS",2021
"(40,50]","MASCULINO",41404,"RS",2021
"(50,60]","FEMININO",49706,"RS",2021
"(50,60]","MASCULINO",58782,"RS",2021
"(60,70]","FEMININO",53989,"RS",2021
"(60,70]","MASCULINO",65961,"RS",2021
"(70,80]","FEMININO",43784,"RS",2021
"(70,80]","MASCULINO",46129,"RS",2021
"(80,Inf]","FEMININO",31245,"RS",2021
"(80,Inf]","MASCULINO",20829,"RS",2021
NA,"FEMININO",3929,"RS",2021
NA,"MASCULINO",4811,"RS",2021
