"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2122,"GO",2021
"(0,1]","MASCULINO",2421,"GO",2021
"(1,5]","FEMININO",4092,"GO",2021
"(1,5]","MASCULINO",5070,"GO",2021
"(5,10]","FEMININO",2740,"GO",2021
"(5,10]","MASCULINO",3918,"GO",2021
"(10,15]","FEMININO",3654,"GO",2021
"(10,15]","MASCULINO",3880,"GO",2021
"(15,20]","FEMININO",16995,"GO",2021
"(15,20]","MASCULINO",6653,"GO",2021
"(20,25]","FEMININO",23307,"GO",2021
"(20,25]","MASCULINO",9088,"GO",2021
"(25,30]","FEMININO",19885,"GO",2021
"(25,30]","MASCULINO",9646,"GO",2021
"(30,35]","FEMININO",16197,"GO",2021
"(30,35]","MASCULINO",10736,"GO",2021
"(35,40]","FEMININO",13869,"GO",2021
"(35,40]","MASCULINO",12567,"GO",2021
"(40,50]","FEMININO",23812,"GO",2021
"(40,50]","MASCULINO",26889,"GO",2021
"(50,60]","FEMININO",23353,"GO",2021
"(50,60]","MASCULINO",27886,"GO",2021
"(60,70]","FEMININO",20452,"GO",2021
"(60,70]","MASCULINO",24820,"GO",2021
"(70,80]","FEMININO",15697,"GO",2021
"(70,80]","MASCULINO",17464,"GO",2021
"(80,Inf]","FEMININO",10552,"GO",2021
"(80,Inf]","MASCULINO",9973,"GO",2021
NA,"FEMININO",2225,"GO",2021
NA,"MASCULINO",2562,"GO",2021
