"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7045,"RS",2019
"(0,1]","MASCULINO",8976,"RS",2019
"(1,5]","FEMININO",14952,"RS",2019
"(1,5]","MASCULINO",19242,"RS",2019
"(5,10]","FEMININO",10289,"RS",2019
"(5,10]","MASCULINO",14058,"RS",2019
"(10,15]","FEMININO",9461,"RS",2019
"(10,15]","MASCULINO",9294,"RS",2019
"(15,20]","FEMININO",33365,"RS",2019
"(15,20]","MASCULINO",12657,"RS",2019
"(20,25]","FEMININO",44902,"RS",2019
"(20,25]","MASCULINO",14722,"RS",2019
"(25,30]","FEMININO",40978,"RS",2019
"(25,30]","MASCULINO",15002,"RS",2019
"(30,35]","FEMININO",34979,"RS",2019
"(30,35]","MASCULINO",15599,"RS",2019
"(35,40]","FEMININO",30689,"RS",2019
"(35,40]","MASCULINO",17845,"RS",2019
"(40,50]","FEMININO",46210,"RS",2019
"(40,50]","MASCULINO",39781,"RS",2019
"(50,60]","FEMININO",53979,"RS",2019
"(50,60]","MASCULINO",59353,"RS",2019
"(60,70]","FEMININO",56520,"RS",2019
"(60,70]","MASCULINO",67980,"RS",2019
"(70,80]","FEMININO",45111,"RS",2019
"(70,80]","MASCULINO",47467,"RS",2019
"(80,Inf]","FEMININO",33774,"RS",2019
"(80,Inf]","MASCULINO",22226,"RS",2019
NA,"FEMININO",4171,"RS",2019
NA,"MASCULINO",5084,"RS",2019
