"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2173,"MS",2018
"(0,1]","MASCULINO",2470,"MS",2018
"(1,5]","FEMININO",3955,"MS",2018
"(1,5]","MASCULINO",4913,"MS",2018
"(5,10]","FEMININO",2974,"MS",2018
"(5,10]","MASCULINO",3892,"MS",2018
"(10,15]","FEMININO",3052,"MS",2018
"(10,15]","MASCULINO",2639,"MS",2018
"(15,20]","FEMININO",12426,"MS",2018
"(15,20]","MASCULINO",3118,"MS",2018
"(20,25]","FEMININO",15015,"MS",2018
"(20,25]","MASCULINO",3794,"MS",2018
"(25,30]","FEMININO",12446,"MS",2018
"(25,30]","MASCULINO",3478,"MS",2018
"(30,35]","FEMININO",9530,"MS",2018
"(30,35]","MASCULINO",3715,"MS",2018
"(35,40]","FEMININO",6946,"MS",2018
"(35,40]","MASCULINO",3836,"MS",2018
"(40,50]","FEMININO",9462,"MS",2018
"(40,50]","MASCULINO",8488,"MS",2018
"(50,60]","FEMININO",8985,"MS",2018
"(50,60]","MASCULINO",10316,"MS",2018
"(60,70]","FEMININO",8664,"MS",2018
"(60,70]","MASCULINO",10549,"MS",2018
"(70,80]","FEMININO",7102,"MS",2018
"(70,80]","MASCULINO",7820,"MS",2018
"(80,Inf]","FEMININO",4884,"MS",2018
"(80,Inf]","MASCULINO",4476,"MS",2018
NA,"FEMININO",932,"MS",2018
NA,"MASCULINO",1090,"MS",2018
