"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",630,"RR",2020
"(0,1]","MASCULINO",666,"RR",2020
"(1,5]","FEMININO",1274,"RR",2020
"(1,5]","MASCULINO",1471,"RR",2020
"(5,10]","FEMININO",668,"RR",2020
"(5,10]","MASCULINO",871,"RR",2020
"(10,15]","FEMININO",936,"RR",2020
"(10,15]","MASCULINO",565,"RR",2020
"(15,20]","FEMININO",4607,"RR",2020
"(15,20]","MASCULINO",622,"RR",2020
"(20,25]","FEMININO",5716,"RR",2020
"(20,25]","MASCULINO",851,"RR",2020
"(25,30]","FEMININO",4487,"RR",2020
"(25,30]","MASCULINO",803,"RR",2020
"(30,35]","FEMININO",3143,"RR",2020
"(30,35]","MASCULINO",753,"RR",2020
"(35,40]","FEMININO",2213,"RR",2020
"(35,40]","MASCULINO",746,"RR",2020
"(40,50]","FEMININO",1853,"RR",2020
"(40,50]","MASCULINO",1555,"RR",2020
"(50,60]","FEMININO",1077,"RR",2020
"(50,60]","MASCULINO",1360,"RR",2020
"(60,70]","FEMININO",895,"RR",2020
"(60,70]","MASCULINO",1395,"RR",2020
"(70,80]","FEMININO",654,"RR",2020
"(70,80]","MASCULINO",993,"RR",2020
"(80,Inf]","FEMININO",445,"RR",2020
"(80,Inf]","MASCULINO",474,"RR",2020
NA,"FEMININO",460,"RR",2020
NA,"MASCULINO",535,"RR",2020
