"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2457,"AM",2020
"(0,1]","MASCULINO",2845,"AM",2020
"(1,5]","FEMININO",3980,"AM",2020
"(1,5]","MASCULINO",4728,"AM",2020
"(5,10]","FEMININO",2970,"AM",2020
"(5,10]","MASCULINO",3906,"AM",2020
"(10,15]","FEMININO",5144,"AM",2020
"(10,15]","MASCULINO",2673,"AM",2020
"(15,20]","FEMININO",21706,"AM",2020
"(15,20]","MASCULINO",2651,"AM",2020
"(20,25]","FEMININO",23214,"AM",2020
"(20,25]","MASCULINO",3194,"AM",2020
"(25,30]","FEMININO",17547,"AM",2020
"(25,30]","MASCULINO",3270,"AM",2020
"(30,35]","FEMININO",12894,"AM",2020
"(30,35]","MASCULINO",3322,"AM",2020
"(35,40]","FEMININO",8852,"AM",2020
"(35,40]","MASCULINO",3751,"AM",2020
"(40,50]","FEMININO",8306,"AM",2020
"(40,50]","MASCULINO",7263,"AM",2020
"(50,60]","FEMININO",6405,"AM",2020
"(50,60]","MASCULINO",7967,"AM",2020
"(60,70]","FEMININO",6066,"AM",2020
"(60,70]","MASCULINO",8294,"AM",2020
"(70,80]","FEMININO",4445,"AM",2020
"(70,80]","MASCULINO",5675,"AM",2020
"(80,Inf]","FEMININO",3038,"AM",2020
"(80,Inf]","MASCULINO",3194,"AM",2020
NA,"FEMININO",2249,"AM",2020
NA,"MASCULINO",2455,"AM",2020
