"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2472,"MT",2015
"(0,1]","MASCULINO",3108,"MT",2015
"(1,5]","FEMININO",4881,"MT",2015
"(1,5]","MASCULINO",6225,"MT",2015
"(5,10]","FEMININO",3640,"MT",2015
"(5,10]","MASCULINO",5324,"MT",2015
"(10,15]","FEMININO",4234,"MT",2015
"(10,15]","MASCULINO",3679,"MT",2015
"(15,20]","FEMININO",17186,"MT",2015
"(15,20]","MASCULINO",4360,"MT",2015
"(20,25]","FEMININO",17818,"MT",2015
"(20,25]","MASCULINO",4755,"MT",2015
"(25,30]","FEMININO",14734,"MT",2015
"(25,30]","MASCULINO",4933,"MT",2015
"(30,35]","FEMININO",10830,"MT",2015
"(30,35]","MASCULINO",5245,"MT",2015
"(35,40]","FEMININO",7005,"MT",2015
"(35,40]","MASCULINO",4943,"MT",2015
"(40,50]","FEMININO",9924,"MT",2015
"(40,50]","MASCULINO",10718,"MT",2015
"(50,60]","FEMININO",8541,"MT",2015
"(50,60]","MASCULINO",11128,"MT",2015
"(60,70]","FEMININO",7187,"MT",2015
"(60,70]","MASCULINO",9582,"MT",2015
"(70,80]","FEMININO",5720,"MT",2015
"(70,80]","MASCULINO",7501,"MT",2015
"(80,Inf]","FEMININO",3342,"MT",2015
"(80,Inf]","MASCULINO",3719,"MT",2015
NA,"FEMININO",1045,"MT",2015
NA,"MASCULINO",1138,"MT",2015
