"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",5463,"MA",2021
"(0,1]","MASCULINO",6725,"MA",2021
"(1,5]","FEMININO",10893,"MA",2021
"(1,5]","MASCULINO",13042,"MA",2021
"(5,10]","FEMININO",7422,"MA",2021
"(5,10]","MASCULINO",10378,"MA",2021
"(10,15]","FEMININO",9968,"MA",2021
"(10,15]","MASCULINO",8077,"MA",2021
"(15,20]","FEMININO",37964,"MA",2021
"(15,20]","MASCULINO",8775,"MA",2021
"(20,25]","FEMININO",43618,"MA",2021
"(20,25]","MASCULINO",10118,"MA",2021
"(25,30]","FEMININO",34210,"MA",2021
"(25,30]","MASCULINO",10107,"MA",2021
"(30,35]","FEMININO",27675,"MA",2021
"(30,35]","MASCULINO",11497,"MA",2021
"(35,40]","FEMININO",21137,"MA",2021
"(35,40]","MASCULINO",12657,"MA",2021
"(40,50]","FEMININO",27046,"MA",2021
"(40,50]","MASCULINO",23413,"MA",2021
"(50,60]","FEMININO",22298,"MA",2021
"(50,60]","MASCULINO",22824,"MA",2021
"(60,70]","FEMININO",20887,"MA",2021
"(60,70]","MASCULINO",22983,"MA",2021
"(70,80]","FEMININO",16264,"MA",2021
"(70,80]","MASCULINO",17636,"MA",2021
"(80,Inf]","FEMININO",10852,"MA",2021
"(80,Inf]","MASCULINO",10496,"MA",2021
NA,"FEMININO",2574,"MA",2021
NA,"MASCULINO",2274,"MA",2021
