"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2342,"MS",2014
"(0,1]","MASCULINO",2700,"MS",2014
"(1,5]","FEMININO",4255,"MS",2014
"(1,5]","MASCULINO",5287,"MS",2014
"(5,10]","FEMININO",3008,"MS",2014
"(5,10]","MASCULINO",4325,"MS",2014
"(10,15]","FEMININO",3592,"MS",2014
"(10,15]","MASCULINO",3036,"MS",2014
"(15,20]","FEMININO",13998,"MS",2014
"(15,20]","MASCULINO",3585,"MS",2014
"(20,25]","FEMININO",13504,"MS",2014
"(20,25]","MASCULINO",3928,"MS",2014
"(25,30]","FEMININO",11384,"MS",2014
"(25,30]","MASCULINO",3816,"MS",2014
"(30,35]","FEMININO",8736,"MS",2014
"(30,35]","MASCULINO",3946,"MS",2014
"(35,40]","FEMININO",6140,"MS",2014
"(35,40]","MASCULINO",3747,"MS",2014
"(40,50]","FEMININO",9474,"MS",2014
"(40,50]","MASCULINO",8654,"MS",2014
"(50,60]","FEMININO",8370,"MS",2014
"(50,60]","MASCULINO",9568,"MS",2014
"(60,70]","FEMININO",7262,"MS",2014
"(60,70]","MASCULINO",8859,"MS",2014
"(70,80]","FEMININO",6007,"MS",2014
"(70,80]","MASCULINO",6996,"MS",2014
"(80,Inf]","FEMININO",3896,"MS",2014
"(80,Inf]","MASCULINO",3864,"MS",2014
NA,"FEMININO",740,"MS",2014
NA,"MASCULINO",829,"MS",2014
