"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2746,"AL",2013
"(0,1]","MASCULINO",3331,"AL",2013
"(1,5]","FEMININO",5572,"AL",2013
"(1,5]","MASCULINO",7037,"AL",2013
"(5,10]","FEMININO",3438,"AL",2013
"(5,10]","MASCULINO",5080,"AL",2013
"(10,15]","FEMININO",4822,"AL",2013
"(10,15]","MASCULINO",3100,"AL",2013
"(15,20]","FEMININO",18609,"AL",2013
"(15,20]","MASCULINO",3327,"AL",2013
"(20,25]","FEMININO",17041,"AL",2013
"(20,25]","MASCULINO",3802,"AL",2013
"(25,30]","FEMININO",13843,"AL",2013
"(25,30]","MASCULINO",4281,"AL",2013
"(30,35]","FEMININO",9980,"AL",2013
"(30,35]","MASCULINO",4132,"AL",2013
"(35,40]","FEMININO",7311,"AL",2013
"(35,40]","MASCULINO",4476,"AL",2013
"(40,50]","FEMININO",10016,"AL",2013
"(40,50]","MASCULINO",8931,"AL",2013
"(50,60]","FEMININO",7558,"AL",2013
"(50,60]","MASCULINO",8290,"AL",2013
"(60,70]","FEMININO",7023,"AL",2013
"(60,70]","MASCULINO",7209,"AL",2013
"(70,80]","FEMININO",5082,"AL",2013
"(70,80]","MASCULINO",4654,"AL",2013
"(80,Inf]","FEMININO",2915,"AL",2013
"(80,Inf]","MASCULINO",2534,"AL",2013
NA,"FEMININO",2229,"AL",2013
NA,"MASCULINO",2515,"AL",2013
