"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6713,"BA",2021
"(0,1]","MASCULINO",8628,"BA",2021
"(1,5]","FEMININO",16203,"BA",2021
"(1,5]","MASCULINO",20892,"BA",2021
"(5,10]","FEMININO",10765,"BA",2021
"(5,10]","MASCULINO",15136,"BA",2021
"(10,15]","FEMININO",12168,"BA",2021
"(10,15]","MASCULINO",11468,"BA",2021
"(15,20]","FEMININO",47108,"BA",2021
"(15,20]","MASCULINO",12889,"BA",2021
"(20,25]","FEMININO",62134,"BA",2021
"(20,25]","MASCULINO",15699,"BA",2021
"(25,30]","FEMININO",57246,"BA",2021
"(25,30]","MASCULINO",15665,"BA",2021
"(30,35]","FEMININO",49012,"BA",2021
"(30,35]","MASCULINO",17817,"BA",2021
"(35,40]","FEMININO",40115,"BA",2021
"(35,40]","MASCULINO",21281,"BA",2021
"(40,50]","FEMININO",47042,"BA",2021
"(40,50]","MASCULINO",42954,"BA",2021
"(50,60]","FEMININO",39982,"BA",2021
"(50,60]","MASCULINO",47608,"BA",2021
"(60,70]","FEMININO",38711,"BA",2021
"(60,70]","MASCULINO",45870,"BA",2021
"(70,80]","FEMININO",31969,"BA",2021
"(70,80]","MASCULINO",34289,"BA",2021
"(80,Inf]","FEMININO",25260,"BA",2021
"(80,Inf]","MASCULINO",20478,"BA",2021
NA,"FEMININO",5571,"BA",2021
NA,"MASCULINO",6054,"BA",2021
