"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",698,"RR",2019
"(0,1]","MASCULINO",933,"RR",2019
"(1,5]","FEMININO",1503,"RR",2019
"(1,5]","MASCULINO",1856,"RR",2019
"(5,10]","FEMININO",930,"RR",2019
"(5,10]","MASCULINO",1242,"RR",2019
"(10,15]","FEMININO",1133,"RR",2019
"(10,15]","MASCULINO",657,"RR",2019
"(15,20]","FEMININO",5253,"RR",2019
"(15,20]","MASCULINO",734,"RR",2019
"(20,25]","FEMININO",6598,"RR",2019
"(20,25]","MASCULINO",1004,"RR",2019
"(25,30]","FEMININO",5039,"RR",2019
"(25,30]","MASCULINO",875,"RR",2019
"(30,35]","FEMININO",3627,"RR",2019
"(30,35]","MASCULINO",865,"RR",2019
"(35,40]","FEMININO",2482,"RR",2019
"(35,40]","MASCULINO",808,"RR",2019
"(40,50]","FEMININO",1870,"RR",2019
"(40,50]","MASCULINO",1555,"RR",2019
"(50,60]","FEMININO",1129,"RR",2019
"(50,60]","MASCULINO",1593,"RR",2019
"(60,70]","FEMININO",936,"RR",2019
"(60,70]","MASCULINO",1496,"RR",2019
"(70,80]","FEMININO",681,"RR",2019
"(70,80]","MASCULINO",999,"RR",2019
"(80,Inf]","FEMININO",438,"RR",2019
"(80,Inf]","MASCULINO",450,"RR",2019
NA,"FEMININO",464,"RR",2019
NA,"MASCULINO",503,"RR",2019
