"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",10332,"BA",2018
"(0,1]","MASCULINO",13217,"BA",2018
"(1,5]","FEMININO",24496,"BA",2018
"(1,5]","MASCULINO",32006,"BA",2018
"(5,10]","FEMININO",16630,"BA",2018
"(5,10]","MASCULINO",23503,"BA",2018
"(10,15]","FEMININO",16541,"BA",2018
"(10,15]","MASCULINO",14752,"BA",2018
"(15,20]","FEMININO",58220,"BA",2018
"(15,20]","MASCULINO",15000,"BA",2018
"(20,25]","FEMININO",66796,"BA",2018
"(20,25]","MASCULINO",15573,"BA",2018
"(25,30]","FEMININO",62600,"BA",2018
"(25,30]","MASCULINO",15417,"BA",2018
"(30,35]","FEMININO",56186,"BA",2018
"(30,35]","MASCULINO",18910,"BA",2018
"(35,40]","FEMININO",42426,"BA",2018
"(35,40]","MASCULINO",20586,"BA",2018
"(40,50]","FEMININO",49746,"BA",2018
"(40,50]","MASCULINO",38005,"BA",2018
"(50,60]","FEMININO",40206,"BA",2018
"(50,60]","MASCULINO",42756,"BA",2018
"(60,70]","FEMININO",38509,"BA",2018
"(60,70]","MASCULINO",42759,"BA",2018
"(70,80]","FEMININO",32119,"BA",2018
"(70,80]","MASCULINO",32751,"BA",2018
"(80,Inf]","FEMININO",25554,"BA",2018
"(80,Inf]","MASCULINO",19803,"BA",2018
NA,"FEMININO",5387,"BA",2018
NA,"MASCULINO",5712,"BA",2018
