"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2204,"AL",2018
"(0,1]","MASCULINO",2692,"AL",2018
"(1,5]","FEMININO",4229,"AL",2018
"(1,5]","MASCULINO",5430,"AL",2018
"(5,10]","FEMININO",2451,"AL",2018
"(5,10]","MASCULINO",3692,"AL",2018
"(10,15]","FEMININO",3833,"AL",2018
"(10,15]","MASCULINO",2633,"AL",2018
"(15,20]","FEMININO",17279,"AL",2018
"(15,20]","MASCULINO",3302,"AL",2018
"(20,25]","FEMININO",18228,"AL",2018
"(20,25]","MASCULINO",3604,"AL",2018
"(25,30]","FEMININO",14024,"AL",2018
"(25,30]","MASCULINO",3431,"AL",2018
"(30,35]","FEMININO",11043,"AL",2018
"(30,35]","MASCULINO",3948,"AL",2018
"(35,40]","FEMININO",7984,"AL",2018
"(35,40]","MASCULINO",4193,"AL",2018
"(40,50]","FEMININO",11170,"AL",2018
"(40,50]","MASCULINO",8699,"AL",2018
"(50,60]","FEMININO",9086,"AL",2018
"(50,60]","MASCULINO",9565,"AL",2018
"(60,70]","FEMININO",7992,"AL",2018
"(60,70]","MASCULINO",8624,"AL",2018
"(70,80]","FEMININO",5886,"AL",2018
"(70,80]","MASCULINO",5924,"AL",2018
"(80,Inf]","FEMININO",3493,"AL",2018
"(80,Inf]","MASCULINO",2751,"AL",2018
NA,"FEMININO",1798,"AL",2018
NA,"MASCULINO",2263,"AL",2018
