"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2014,"RN",2014
"(0,1]","MASCULINO",2691,"RN",2014
"(1,5]","FEMININO",4070,"RN",2014
"(1,5]","MASCULINO",5212,"RN",2014
"(5,10]","FEMININO",2907,"RN",2014
"(5,10]","MASCULINO",3884,"RN",2014
"(10,15]","FEMININO",3666,"RN",2014
"(10,15]","MASCULINO",2575,"RN",2014
"(15,20]","FEMININO",13912,"RN",2014
"(15,20]","MASCULINO",2923,"RN",2014
"(20,25]","FEMININO",14490,"RN",2014
"(20,25]","MASCULINO",3385,"RN",2014
"(25,30]","FEMININO",13815,"RN",2014
"(25,30]","MASCULINO",3720,"RN",2014
"(30,35]","FEMININO",10407,"RN",2014
"(30,35]","MASCULINO",3808,"RN",2014
"(35,40]","FEMININO",7172,"RN",2014
"(35,40]","MASCULINO",3653,"RN",2014
"(40,50]","FEMININO",9832,"RN",2014
"(40,50]","MASCULINO",7806,"RN",2014
"(50,60]","FEMININO",7826,"RN",2014
"(50,60]","MASCULINO",7507,"RN",2014
"(60,70]","FEMININO",6992,"RN",2014
"(60,70]","MASCULINO",6944,"RN",2014
"(70,80]","FEMININO",6224,"RN",2014
"(70,80]","MASCULINO",5696,"RN",2014
"(80,Inf]","FEMININO",4692,"RN",2014
"(80,Inf]","MASCULINO",3905,"RN",2014
NA,"FEMININO",1059,"RN",2014
NA,"MASCULINO",1113,"RN",2014
