"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",620,"AC",2013
"(0,1]","MASCULINO",876,"AC",2013
"(1,5]","FEMININO",1331,"AC",2013
"(1,5]","MASCULINO",1630,"AC",2013
"(5,10]","FEMININO",1109,"AC",2013
"(5,10]","MASCULINO",1519,"AC",2013
"(10,15]","FEMININO",1842,"AC",2013
"(10,15]","MASCULINO",1252,"AC",2013
"(15,20]","FEMININO",6524,"AC",2013
"(15,20]","MASCULINO",1290,"AC",2013
"(20,25]","FEMININO",5894,"AC",2013
"(20,25]","MASCULINO",1456,"AC",2013
"(25,30]","FEMININO",4871,"AC",2013
"(25,30]","MASCULINO",1388,"AC",2013
"(30,35]","FEMININO",3731,"AC",2013
"(30,35]","MASCULINO",1529,"AC",2013
"(35,40]","FEMININO",2226,"AC",2013
"(35,40]","MASCULINO",1315,"AC",2013
"(40,50]","FEMININO",2648,"AC",2013
"(40,50]","MASCULINO",2243,"AC",2013
"(50,60]","FEMININO",1750,"AC",2013
"(50,60]","MASCULINO",1965,"AC",2013
"(60,70]","FEMININO",1371,"AC",2013
"(60,70]","MASCULINO",1771,"AC",2013
"(70,80]","FEMININO",1153,"AC",2013
"(70,80]","MASCULINO",1350,"AC",2013
"(80,Inf]","FEMININO",695,"AC",2013
"(80,Inf]","MASCULINO",1045,"AC",2013
NA,"FEMININO",330,"AC",2013
NA,"MASCULINO",230,"AC",2013
