"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7209,"RS",2017
"(0,1]","MASCULINO",9066,"RS",2017
"(1,5]","FEMININO",14478,"RS",2017
"(1,5]","MASCULINO",18896,"RS",2017
"(5,10]","FEMININO",10163,"RS",2017
"(5,10]","MASCULINO",14192,"RS",2017
"(10,15]","FEMININO",9510,"RS",2017
"(10,15]","MASCULINO",9546,"RS",2017
"(15,20]","FEMININO",36354,"RS",2017
"(15,20]","MASCULINO",13703,"RS",2017
"(20,25]","FEMININO",44126,"RS",2017
"(20,25]","MASCULINO",14890,"RS",2017
"(25,30]","FEMININO",40021,"RS",2017
"(25,30]","MASCULINO",15330,"RS",2017
"(30,35]","FEMININO",35498,"RS",2017
"(30,35]","MASCULINO",16548,"RS",2017
"(35,40]","FEMININO",28349,"RS",2017
"(35,40]","MASCULINO",16579,"RS",2017
"(40,50]","FEMININO",45095,"RS",2017
"(40,50]","MASCULINO",39931,"RS",2017
"(50,60]","FEMININO",52387,"RS",2017
"(50,60]","MASCULINO",57899,"RS",2017
"(60,70]","FEMININO",53176,"RS",2017
"(60,70]","MASCULINO",62744,"RS",2017
"(70,80]","FEMININO",43224,"RS",2017
"(70,80]","MASCULINO",44557,"RS",2017
"(80,Inf]","FEMININO",32247,"RS",2017
"(80,Inf]","MASCULINO",20830,"RS",2017
NA,"FEMININO",3956,"RS",2017
NA,"MASCULINO",4678,"RS",2017
