"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2782,"AM",2014
"(0,1]","MASCULINO",3222,"AM",2014
"(1,5]","FEMININO",5054,"AM",2014
"(1,5]","MASCULINO",5940,"AM",2014
"(5,10]","FEMININO",3610,"AM",2014
"(5,10]","MASCULINO",5096,"AM",2014
"(10,15]","FEMININO",5607,"AM",2014
"(10,15]","MASCULINO",2865,"AM",2014
"(15,20]","FEMININO",22390,"AM",2014
"(15,20]","MASCULINO",2510,"AM",2014
"(20,25]","FEMININO",19994,"AM",2014
"(20,25]","MASCULINO",2690,"AM",2014
"(25,30]","FEMININO",15723,"AM",2014
"(25,30]","MASCULINO",2835,"AM",2014
"(30,35]","FEMININO",11224,"AM",2014
"(30,35]","MASCULINO",2908,"AM",2014
"(35,40]","FEMININO",6429,"AM",2014
"(35,40]","MASCULINO",2676,"AM",2014
"(40,50]","FEMININO",6262,"AM",2014
"(40,50]","MASCULINO",5059,"AM",2014
"(50,60]","FEMININO",4889,"AM",2014
"(50,60]","MASCULINO",5183,"AM",2014
"(60,70]","FEMININO",3766,"AM",2014
"(60,70]","MASCULINO",5028,"AM",2014
"(70,80]","FEMININO",3069,"AM",2014
"(70,80]","MASCULINO",3647,"AM",2014
"(80,Inf]","FEMININO",1915,"AM",2014
"(80,Inf]","MASCULINO",1952,"AM",2014
NA,"FEMININO",855,"AM",2014
NA,"MASCULINO",725,"AM",2014
