"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",4368,"GO",2013
"(0,1]","MASCULINO",5134,"GO",2013
"(1,5]","FEMININO",9205,"GO",2013
"(1,5]","MASCULINO",10780,"GO",2013
"(5,10]","FEMININO",7012,"GO",2013
"(5,10]","MASCULINO",8714,"GO",2013
"(10,15]","FEMININO",6986,"GO",2013
"(10,15]","MASCULINO",5915,"GO",2013
"(15,20]","FEMININO",23073,"GO",2013
"(15,20]","MASCULINO",8733,"GO",2013
"(20,25]","FEMININO",24556,"GO",2013
"(20,25]","MASCULINO",10377,"GO",2013
"(25,30]","FEMININO",21527,"GO",2013
"(25,30]","MASCULINO",10710,"GO",2013
"(30,35]","FEMININO",17233,"GO",2013
"(30,35]","MASCULINO",11477,"GO",2013
"(35,40]","FEMININO",13870,"GO",2013
"(35,40]","MASCULINO",11230,"GO",2013
"(40,50]","FEMININO",25436,"GO",2013
"(40,50]","MASCULINO",22978,"GO",2013
"(50,60]","FEMININO",21180,"GO",2013
"(50,60]","MASCULINO",22023,"GO",2013
"(60,70]","FEMININO",17825,"GO",2013
"(60,70]","MASCULINO",20082,"GO",2013
"(70,80]","FEMININO",14636,"GO",2013
"(70,80]","MASCULINO",16014,"GO",2013
"(80,Inf]","FEMININO",8471,"GO",2013
"(80,Inf]","MASCULINO",8080,"GO",2013
NA,"FEMININO",1471,"GO",2013
NA,"MASCULINO",1633,"GO",2013
