"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",10995,"MG",2016
"(0,1]","MASCULINO",13616,"MG",2016
"(1,5]","FEMININO",23467,"MG",2016
"(1,5]","MASCULINO",29329,"MG",2016
"(5,10]","FEMININO",16179,"MG",2016
"(5,10]","MASCULINO",22739,"MG",2016
"(10,15]","FEMININO",16237,"MG",2016
"(10,15]","MASCULINO",16912,"MG",2016
"(15,20]","FEMININO",67962,"MG",2016
"(15,20]","MASCULINO",21746,"MG",2016
"(20,25]","FEMININO",79825,"MG",2016
"(20,25]","MASCULINO",23971,"MG",2016
"(25,30]","FEMININO",73298,"MG",2016
"(25,30]","MASCULINO",24783,"MG",2016
"(30,35]","FEMININO",61464,"MG",2016
"(30,35]","MASCULINO",27386,"MG",2016
"(35,40]","FEMININO",47968,"MG",2016
"(35,40]","MASCULINO",29282,"MG",2016
"(40,50]","FEMININO",70789,"MG",2016
"(40,50]","MASCULINO",66144,"MG",2016
"(50,60]","FEMININO",74650,"MG",2016
"(50,60]","MASCULINO",85650,"MG",2016
"(60,70]","FEMININO",71126,"MG",2016
"(60,70]","MASCULINO",84600,"MG",2016
"(70,80]","FEMININO",62985,"MG",2016
"(70,80]","MASCULINO",65186,"MG",2016
"(80,Inf]","FEMININO",51299,"MG",2016
"(80,Inf]","MASCULINO",39305,"MG",2016
NA,"FEMININO",7496,"MG",2016
NA,"MASCULINO",8518,"MG",2016
