"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6630,"MA",2012
"(0,1]","MASCULINO",8009,"MA",2012
"(1,5]","FEMININO",14460,"MA",2012
"(1,5]","MASCULINO",17038,"MA",2012
"(5,10]","FEMININO",10528,"MA",2012
"(5,10]","MASCULINO",13860,"MA",2012
"(10,15]","FEMININO",12045,"MA",2012
"(10,15]","MASCULINO",8914,"MA",2012
"(15,20]","FEMININO",41741,"MA",2012
"(15,20]","MASCULINO",8710,"MA",2012
"(20,25]","FEMININO",47515,"MA",2012
"(20,25]","MASCULINO",10185,"MA",2012
"(25,30]","FEMININO",35415,"MA",2012
"(25,30]","MASCULINO",10590,"MA",2012
"(30,35]","FEMININO",22079,"MA",2012
"(30,35]","MASCULINO",9264,"MA",2012
"(35,40]","FEMININO",13687,"MA",2012
"(35,40]","MASCULINO",7790,"MA",2012
"(40,50]","FEMININO",20068,"MA",2012
"(40,50]","MASCULINO",14396,"MA",2012
"(50,60]","FEMININO",15797,"MA",2012
"(50,60]","MASCULINO",14232,"MA",2012
"(60,70]","FEMININO",14001,"MA",2012
"(60,70]","MASCULINO",13843,"MA",2012
"(70,80]","FEMININO",11419,"MA",2012
"(70,80]","MASCULINO",11546,"MA",2012
"(80,Inf]","FEMININO",6732,"MA",2012
"(80,Inf]","MASCULINO",6299,"MA",2012
NA,"FEMININO",2069,"MA",2012
NA,"MASCULINO",1927,"MA",2012
