"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",4338,"RS",2020
"(0,1]","MASCULINO",5314,"RS",2020
"(1,5]","FEMININO",9063,"RS",2020
"(1,5]","MASCULINO",11495,"RS",2020
"(5,10]","FEMININO",6476,"RS",2020
"(5,10]","MASCULINO",9064,"RS",2020
"(10,15]","FEMININO",7185,"RS",2020
"(10,15]","MASCULINO",6936,"RS",2020
"(15,20]","FEMININO",29121,"RS",2020
"(15,20]","MASCULINO",10623,"RS",2020
"(20,25]","FEMININO",42496,"RS",2020
"(20,25]","MASCULINO",13421,"RS",2020
"(25,30]","FEMININO",37996,"RS",2020
"(25,30]","MASCULINO",13348,"RS",2020
"(30,35]","FEMININO",32352,"RS",2020
"(30,35]","MASCULINO",13923,"RS",2020
"(35,40]","FEMININO",28272,"RS",2020
"(35,40]","MASCULINO",16694,"RS",2020
"(40,50]","FEMININO",39626,"RS",2020
"(40,50]","MASCULINO",37684,"RS",2020
"(50,60]","FEMININO",46131,"RS",2020
"(50,60]","MASCULINO",55849,"RS",2020
"(60,70]","FEMININO",49258,"RS",2020
"(60,70]","MASCULINO",62769,"RS",2020
"(70,80]","FEMININO",39949,"RS",2020
"(70,80]","MASCULINO",43559,"RS",2020
"(80,Inf]","FEMININO",30184,"RS",2020
"(80,Inf]","MASCULINO",20304,"RS",2020
NA,"FEMININO",4216,"RS",2020
NA,"MASCULINO",5034,"RS",2020
