"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2092,"GO",2020
"(0,1]","MASCULINO",2305,"GO",2020
"(1,5]","FEMININO",3841,"GO",2020
"(1,5]","MASCULINO",4793,"GO",2020
"(5,10]","FEMININO",2942,"GO",2020
"(5,10]","MASCULINO",3876,"GO",2020
"(10,15]","FEMININO",3663,"GO",2020
"(10,15]","MASCULINO",3733,"GO",2020
"(15,20]","FEMININO",17142,"GO",2020
"(15,20]","MASCULINO",6620,"GO",2020
"(20,25]","FEMININO",23365,"GO",2020
"(20,25]","MASCULINO",8610,"GO",2020
"(25,30]","FEMININO",19197,"GO",2020
"(25,30]","MASCULINO",8533,"GO",2020
"(30,35]","FEMININO",15795,"GO",2020
"(30,35]","MASCULINO",9588,"GO",2020
"(35,40]","FEMININO",12799,"GO",2020
"(35,40]","MASCULINO",10733,"GO",2020
"(40,50]","FEMININO",20505,"GO",2020
"(40,50]","MASCULINO",22606,"GO",2020
"(50,60]","FEMININO",19468,"GO",2020
"(50,60]","MASCULINO",23411,"GO",2020
"(60,70]","FEMININO",17488,"GO",2020
"(60,70]","MASCULINO",21934,"GO",2020
"(70,80]","FEMININO",13858,"GO",2020
"(70,80]","MASCULINO",16292,"GO",2020
"(80,Inf]","FEMININO",9450,"GO",2020
"(80,Inf]","MASCULINO",9368,"GO",2020
NA,"FEMININO",2090,"GO",2020
NA,"MASCULINO",2525,"GO",2020
