"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",12203,"MG",2019
"(0,1]","MASCULINO",14833,"MG",2019
"(1,5]","FEMININO",25863,"MG",2019
"(1,5]","MASCULINO",32171,"MG",2019
"(5,10]","FEMININO",17543,"MG",2019
"(5,10]","MASCULINO",24254,"MG",2019
"(10,15]","FEMININO",15530,"MG",2019
"(10,15]","MASCULINO",16501,"MG",2019
"(15,20]","FEMININO",61926,"MG",2019
"(15,20]","MASCULINO",20092,"MG",2019
"(20,25]","FEMININO",84519,"MG",2019
"(20,25]","MASCULINO",25357,"MG",2019
"(25,30]","FEMININO",77182,"MG",2019
"(25,30]","MASCULINO",25007,"MG",2019
"(30,35]","FEMININO",65460,"MG",2019
"(30,35]","MASCULINO",27164,"MG",2019
"(35,40]","FEMININO",54743,"MG",2019
"(35,40]","MASCULINO",32366,"MG",2019
"(40,50]","FEMININO",76059,"MG",2019
"(40,50]","MASCULINO",69749,"MG",2019
"(50,60]","FEMININO",80468,"MG",2019
"(50,60]","MASCULINO",92993,"MG",2019
"(60,70]","FEMININO",82732,"MG",2019
"(60,70]","MASCULINO",99712,"MG",2019
"(70,80]","FEMININO",68977,"MG",2019
"(70,80]","MASCULINO",73519,"MG",2019
"(80,Inf]","FEMININO",59390,"MG",2019
"(80,Inf]","MASCULINO",45484,"MG",2019
NA,"FEMININO",8299,"MG",2019
NA,"MASCULINO",9468,"MG",2019
