"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6296,"BA",2020
"(0,1]","MASCULINO",7615,"BA",2020
"(1,5]","FEMININO",15086,"BA",2020
"(1,5]","MASCULINO",19643,"BA",2020
"(5,10]","FEMININO",10815,"BA",2020
"(5,10]","MASCULINO",14905,"BA",2020
"(10,15]","FEMININO",12365,"BA",2020
"(10,15]","MASCULINO",11330,"BA",2020
"(15,20]","FEMININO",48352,"BA",2020
"(15,20]","MASCULINO",12907,"BA",2020
"(20,25]","FEMININO",59384,"BA",2020
"(20,25]","MASCULINO",14821,"BA",2020
"(25,30]","FEMININO",54457,"BA",2020
"(25,30]","MASCULINO",14491,"BA",2020
"(30,35]","FEMININO",48056,"BA",2020
"(30,35]","MASCULINO",16640,"BA",2020
"(35,40]","FEMININO",36971,"BA",2020
"(35,40]","MASCULINO",19272,"BA",2020
"(40,50]","FEMININO",40577,"BA",2020
"(40,50]","MASCULINO",37508,"BA",2020
"(50,60]","FEMININO",34009,"BA",2020
"(50,60]","MASCULINO",42114,"BA",2020
"(60,70]","FEMININO",33891,"BA",2020
"(60,70]","MASCULINO",41201,"BA",2020
"(70,80]","FEMININO",28214,"BA",2020
"(70,80]","MASCULINO",31132,"BA",2020
"(80,Inf]","FEMININO",22402,"BA",2020
"(80,Inf]","MASCULINO",18490,"BA",2020
NA,"FEMININO",4952,"BA",2020
NA,"MASCULINO",5143,"BA",2020
