"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",982,"AP",2019
"(0,1]","MASCULINO",1115,"AP",2019
"(1,5]","FEMININO",1571,"AP",2019
"(1,5]","MASCULINO",1822,"AP",2019
"(5,10]","FEMININO",1029,"AP",2019
"(5,10]","MASCULINO",1256,"AP",2019
"(10,15]","FEMININO",1150,"AP",2019
"(10,15]","MASCULINO",579,"AP",2019
"(15,20]","FEMININO",5201,"AP",2019
"(15,20]","MASCULINO",540,"AP",2019
"(20,25]","FEMININO",5652,"AP",2019
"(20,25]","MASCULINO",602,"AP",2019
"(25,30]","FEMININO",4604,"AP",2019
"(25,30]","MASCULINO",517,"AP",2019
"(30,35]","FEMININO",3426,"AP",2019
"(30,35]","MASCULINO",555,"AP",2019
"(35,40]","FEMININO",2255,"AP",2019
"(35,40]","MASCULINO",511,"AP",2019
"(40,50]","FEMININO",1947,"AP",2019
"(40,50]","MASCULINO",1075,"AP",2019
"(50,60]","FEMININO",1129,"AP",2019
"(50,60]","MASCULINO",1305,"AP",2019
"(60,70]","FEMININO",844,"AP",2019
"(60,70]","MASCULINO",1066,"AP",2019
"(70,80]","FEMININO",628,"AP",2019
"(70,80]","MASCULINO",835,"AP",2019
"(80,Inf]","FEMININO",416,"AP",2019
"(80,Inf]","MASCULINO",444,"AP",2019
NA,"FEMININO",505,"AP",2019
NA,"MASCULINO",434,"AP",2019
