"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2899,"ES",2016
"(0,1]","MASCULINO",3451,"ES",2016
"(1,5]","FEMININO",6529,"ES",2016
"(1,5]","MASCULINO",8298,"ES",2016
"(5,10]","FEMININO",4083,"ES",2016
"(5,10]","MASCULINO",5699,"ES",2016
"(10,15]","FEMININO",4202,"ES",2016
"(10,15]","MASCULINO",3875,"ES",2016
"(15,20]","FEMININO",14015,"ES",2016
"(15,20]","MASCULINO",4747,"ES",2016
"(20,25]","FEMININO",15541,"ES",2016
"(20,25]","MASCULINO",4839,"ES",2016
"(25,30]","FEMININO",14061,"ES",2016
"(25,30]","MASCULINO",5327,"ES",2016
"(30,35]","FEMININO",11607,"ES",2016
"(30,35]","MASCULINO",5641,"ES",2016
"(35,40]","FEMININO",9094,"ES",2016
"(35,40]","MASCULINO",5684,"ES",2016
"(40,50]","FEMININO",14343,"ES",2016
"(40,50]","MASCULINO",12627,"ES",2016
"(50,60]","FEMININO",14984,"ES",2016
"(50,60]","MASCULINO",16304,"ES",2016
"(60,70]","FEMININO",12888,"ES",2016
"(60,70]","MASCULINO",15279,"ES",2016
"(70,80]","FEMININO",10026,"ES",2016
"(70,80]","MASCULINO",10610,"ES",2016
"(80,Inf]","FEMININO",7738,"ES",2016
"(80,Inf]","MASCULINO",6110,"ES",2016
NA,"FEMININO",976,"ES",2016
NA,"MASCULINO",1259,"ES",2016
