"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",391,"AC",2019
"(0,1]","MASCULINO",491,"AC",2019
"(1,5]","FEMININO",757,"AC",2019
"(1,5]","MASCULINO",1108,"AC",2019
"(5,10]","FEMININO",628,"AC",2019
"(5,10]","MASCULINO",999,"AC",2019
"(10,15]","FEMININO",1196,"AC",2019
"(10,15]","MASCULINO",751,"AC",2019
"(15,20]","FEMININO",5279,"AC",2019
"(15,20]","MASCULINO",1086,"AC",2019
"(20,25]","FEMININO",5271,"AC",2019
"(20,25]","MASCULINO",1180,"AC",2019
"(25,30]","FEMININO",4356,"AC",2019
"(25,30]","MASCULINO",1029,"AC",2019
"(30,35]","FEMININO",3356,"AC",2019
"(30,35]","MASCULINO",1034,"AC",2019
"(35,40]","FEMININO",2528,"AC",2019
"(35,40]","MASCULINO",1138,"AC",2019
"(40,50]","FEMININO",2351,"AC",2019
"(40,50]","MASCULINO",2064,"AC",2019
"(50,60]","FEMININO",1532,"AC",2019
"(50,60]","MASCULINO",1824,"AC",2019
"(60,70]","FEMININO",1410,"AC",2019
"(60,70]","MASCULINO",1782,"AC",2019
"(70,80]","FEMININO",1079,"AC",2019
"(70,80]","MASCULINO",1317,"AC",2019
"(80,Inf]","FEMININO",669,"AC",2019
"(80,Inf]","MASCULINO",784,"AC",2019
NA,"FEMININO",490,"AC",2019
NA,"MASCULINO",493,"AC",2019
