"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",738,"AC",2012
"(0,1]","MASCULINO",929,"AC",2012
"(1,5]","FEMININO",1475,"AC",2012
"(1,5]","MASCULINO",1746,"AC",2012
"(5,10]","FEMININO",1115,"AC",2012
"(5,10]","MASCULINO",1545,"AC",2012
"(10,15]","FEMININO",1815,"AC",2012
"(10,15]","MASCULINO",1101,"AC",2012
"(15,20]","FEMININO",6449,"AC",2012
"(15,20]","MASCULINO",1099,"AC",2012
"(20,25]","FEMININO",5840,"AC",2012
"(20,25]","MASCULINO",1354,"AC",2012
"(25,30]","FEMININO",4987,"AC",2012
"(25,30]","MASCULINO",1441,"AC",2012
"(30,35]","FEMININO",3563,"AC",2012
"(30,35]","MASCULINO",1316,"AC",2012
"(35,40]","FEMININO",2200,"AC",2012
"(35,40]","MASCULINO",1175,"AC",2012
"(40,50]","FEMININO",2372,"AC",2012
"(40,50]","MASCULINO",2026,"AC",2012
"(50,60]","FEMININO",1632,"AC",2012
"(50,60]","MASCULINO",1880,"AC",2012
"(60,70]","FEMININO",1294,"AC",2012
"(60,70]","MASCULINO",1752,"AC",2012
"(70,80]","FEMININO",1034,"AC",2012
"(70,80]","MASCULINO",1349,"AC",2012
"(80,Inf]","FEMININO",699,"AC",2012
"(80,Inf]","MASCULINO",916,"AC",2012
NA,"FEMININO",395,"AC",2012
NA,"MASCULINO",243,"AC",2012
