"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2485,"PI",2014
"(0,1]","MASCULINO",2947,"PI",2014
"(1,5]","FEMININO",6037,"PI",2014
"(1,5]","MASCULINO",6918,"PI",2014
"(5,10]","FEMININO",4405,"PI",2014
"(5,10]","MASCULINO",5796,"PI",2014
"(10,15]","FEMININO",4990,"PI",2014
"(10,15]","MASCULINO",4131,"PI",2014
"(15,20]","FEMININO",17853,"PI",2014
"(15,20]","MASCULINO",4896,"PI",2014
"(20,25]","FEMININO",18743,"PI",2014
"(20,25]","MASCULINO",5109,"PI",2014
"(25,30]","FEMININO",16817,"PI",2014
"(25,30]","MASCULINO",5681,"PI",2014
"(30,35]","FEMININO",11961,"PI",2014
"(30,35]","MASCULINO",5572,"PI",2014
"(35,40]","FEMININO",8104,"PI",2014
"(35,40]","MASCULINO",5060,"PI",2014
"(40,50]","FEMININO",11314,"PI",2014
"(40,50]","MASCULINO",9660,"PI",2014
"(50,60]","FEMININO",9927,"PI",2014
"(50,60]","MASCULINO",9379,"PI",2014
"(60,70]","FEMININO",9945,"PI",2014
"(60,70]","MASCULINO",9768,"PI",2014
"(70,80]","FEMININO",8543,"PI",2014
"(70,80]","MASCULINO",7838,"PI",2014
"(80,Inf]","FEMININO",5947,"PI",2014
"(80,Inf]","MASCULINO",5242,"PI",2014
NA,"FEMININO",998,"PI",2014
NA,"MASCULINO",911,"PI",2014
