"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2356,"AL",2014
"(0,1]","MASCULINO",2866,"AL",2014
"(1,5]","FEMININO",4746,"AL",2014
"(1,5]","MASCULINO",6193,"AL",2014
"(5,10]","FEMININO",2951,"AL",2014
"(5,10]","MASCULINO",4296,"AL",2014
"(10,15]","FEMININO",4197,"AL",2014
"(10,15]","MASCULINO",2784,"AL",2014
"(15,20]","FEMININO",17887,"AL",2014
"(15,20]","MASCULINO",3252,"AL",2014
"(20,25]","FEMININO",15934,"AL",2014
"(20,25]","MASCULINO",3494,"AL",2014
"(25,30]","FEMININO",13084,"AL",2014
"(25,30]","MASCULINO",3791,"AL",2014
"(30,35]","FEMININO",9526,"AL",2014
"(30,35]","MASCULINO",3958,"AL",2014
"(35,40]","FEMININO",6789,"AL",2014
"(35,40]","MASCULINO",4027,"AL",2014
"(40,50]","FEMININO",9790,"AL",2014
"(40,50]","MASCULINO",8775,"AL",2014
"(50,60]","FEMININO",7750,"AL",2014
"(50,60]","MASCULINO",8078,"AL",2014
"(60,70]","FEMININO",6793,"AL",2014
"(60,70]","MASCULINO",6978,"AL",2014
"(70,80]","FEMININO",4937,"AL",2014
"(70,80]","MASCULINO",4549,"AL",2014
"(80,Inf]","FEMININO",2937,"AL",2014
"(80,Inf]","MASCULINO",2405,"AL",2014
NA,"FEMININO",1564,"AL",2014
NA,"MASCULINO",2047,"AL",2014
