"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",11019,"MG",2013
"(0,1]","MASCULINO",13560,"MG",2013
"(1,5]","FEMININO",25052,"MG",2013
"(1,5]","MASCULINO",32022,"MG",2013
"(5,10]","FEMININO",18488,"MG",2013
"(5,10]","MASCULINO",25505,"MG",2013
"(10,15]","FEMININO",18274,"MG",2013
"(10,15]","MASCULINO",18988,"MG",2013
"(15,20]","FEMININO",71879,"MG",2013
"(15,20]","MASCULINO",22577,"MG",2013
"(20,25]","FEMININO",82005,"MG",2013
"(20,25]","MASCULINO",25760,"MG",2013
"(25,30]","FEMININO",73363,"MG",2013
"(25,30]","MASCULINO",26496,"MG",2013
"(30,35]","FEMININO",62549,"MG",2013
"(30,35]","MASCULINO",29411,"MG",2013
"(35,40]","FEMININO",45768,"MG",2013
"(35,40]","MASCULINO",29634,"MG",2013
"(40,50]","FEMININO",76292,"MG",2013
"(40,50]","MASCULINO",69339,"MG",2013
"(50,60]","FEMININO",74874,"MG",2013
"(50,60]","MASCULINO",83542,"MG",2013
"(60,70]","FEMININO",68331,"MG",2013
"(60,70]","MASCULINO",76790,"MG",2013
"(70,80]","FEMININO",62782,"MG",2013
"(70,80]","MASCULINO",62100,"MG",2013
"(80,Inf]","FEMININO",47398,"MG",2013
"(80,Inf]","MASCULINO",36525,"MG",2013
NA,"FEMININO",6544,"MG",2013
NA,"MASCULINO",7835,"MG",2013
