"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",699,"RR",2018
"(0,1]","MASCULINO",845,"RR",2018
"(1,5]","FEMININO",1340,"RR",2018
"(1,5]","MASCULINO",1765,"RR",2018
"(5,10]","FEMININO",779,"RR",2018
"(5,10]","MASCULINO",1121,"RR",2018
"(10,15]","FEMININO",1116,"RR",2018
"(10,15]","MASCULINO",696,"RR",2018
"(15,20]","FEMININO",5364,"RR",2018
"(15,20]","MASCULINO",793,"RR",2018
"(20,25]","FEMININO",6296,"RR",2018
"(20,25]","MASCULINO",1067,"RR",2018
"(25,30]","FEMININO",4807,"RR",2018
"(25,30]","MASCULINO",918,"RR",2018
"(30,35]","FEMININO",3558,"RR",2018
"(30,35]","MASCULINO",919,"RR",2018
"(35,40]","FEMININO",2238,"RR",2018
"(35,40]","MASCULINO",847,"RR",2018
"(40,50]","FEMININO",1821,"RR",2018
"(40,50]","MASCULINO",1487,"RR",2018
"(50,60]","FEMININO",1198,"RR",2018
"(50,60]","MASCULINO",1637,"RR",2018
"(60,70]","FEMININO",946,"RR",2018
"(60,70]","MASCULINO",1331,"RR",2018
"(70,80]","FEMININO",626,"RR",2018
"(70,80]","MASCULINO",947,"RR",2018
"(80,Inf]","FEMININO",526,"RR",2018
"(80,Inf]","MASCULINO",476,"RR",2018
NA,"FEMININO",394,"RR",2018
NA,"MASCULINO",462,"RR",2018
