"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2336,"PI",2017
"(0,1]","MASCULINO",2733,"PI",2017
"(1,5]","FEMININO",4884,"PI",2017
"(1,5]","MASCULINO",6323,"PI",2017
"(5,10]","FEMININO",3617,"PI",2017
"(5,10]","MASCULINO",5310,"PI",2017
"(10,15]","FEMININO",4374,"PI",2017
"(10,15]","MASCULINO",3769,"PI",2017
"(15,20]","FEMININO",17162,"PI",2017
"(15,20]","MASCULINO",4604,"PI",2017
"(20,25]","FEMININO",18047,"PI",2017
"(20,25]","MASCULINO",5008,"PI",2017
"(25,30]","FEMININO",16436,"PI",2017
"(25,30]","MASCULINO",5211,"PI",2017
"(30,35]","FEMININO",12816,"PI",2017
"(30,35]","MASCULINO",5714,"PI",2017
"(35,40]","FEMININO",8580,"PI",2017
"(35,40]","MASCULINO",5599,"PI",2017
"(40,50]","FEMININO",11322,"PI",2017
"(40,50]","MASCULINO",10445,"PI",2017
"(50,60]","FEMININO",10139,"PI",2017
"(50,60]","MASCULINO",10617,"PI",2017
"(60,70]","FEMININO",10073,"PI",2017
"(60,70]","MASCULINO",10519,"PI",2017
"(70,80]","FEMININO",9018,"PI",2017
"(70,80]","MASCULINO",9099,"PI",2017
"(80,Inf]","FEMININO",6775,"PI",2017
"(80,Inf]","MASCULINO",5994,"PI",2017
NA,"FEMININO",1293,"PI",2017
NA,"MASCULINO",1373,"PI",2017
