"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2674,"MT",2016
"(0,1]","MASCULINO",3278,"MT",2016
"(1,5]","FEMININO",5143,"MT",2016
"(1,5]","MASCULINO",6558,"MT",2016
"(5,10]","FEMININO",3834,"MT",2016
"(5,10]","MASCULINO",5419,"MT",2016
"(10,15]","FEMININO",3719,"MT",2016
"(10,15]","MASCULINO",3575,"MT",2016
"(15,20]","FEMININO",15679,"MT",2016
"(15,20]","MASCULINO",4708,"MT",2016
"(20,25]","FEMININO",17589,"MT",2016
"(20,25]","MASCULINO",5031,"MT",2016
"(25,30]","FEMININO",14212,"MT",2016
"(25,30]","MASCULINO",5148,"MT",2016
"(30,35]","FEMININO",10602,"MT",2016
"(30,35]","MASCULINO",5387,"MT",2016
"(35,40]","FEMININO",7389,"MT",2016
"(35,40]","MASCULINO",5539,"MT",2016
"(40,50]","FEMININO",10603,"MT",2016
"(40,50]","MASCULINO",11257,"MT",2016
"(50,60]","FEMININO",8704,"MT",2016
"(50,60]","MASCULINO",11988,"MT",2016
"(60,70]","FEMININO",7684,"MT",2016
"(60,70]","MASCULINO",10693,"MT",2016
"(70,80]","FEMININO",5964,"MT",2016
"(70,80]","MASCULINO",7643,"MT",2016
"(80,Inf]","FEMININO",3432,"MT",2016
"(80,Inf]","MASCULINO",3751,"MT",2016
NA,"FEMININO",919,"MT",2016
NA,"MASCULINO",1063,"MT",2016
