"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",4926,"PR",2021
"(0,1]","MASCULINO",6539,"PR",2021
"(1,5]","FEMININO",11683,"PR",2021
"(1,5]","MASCULINO",15147,"PR",2021
"(5,10]","FEMININO",8221,"PR",2021
"(5,10]","MASCULINO",12152,"PR",2021
"(10,15]","FEMININO",8421,"PR",2021
"(10,15]","MASCULINO",9126,"PR",2021
"(15,20]","FEMININO",33062,"PR",2021
"(15,20]","MASCULINO",13173,"PR",2021
"(20,25]","FEMININO",49763,"PR",2021
"(20,25]","MASCULINO",18958,"PR",2021
"(25,30]","FEMININO",44924,"PR",2021
"(25,30]","MASCULINO",19213,"PR",2021
"(30,35]","FEMININO",35352,"PR",2021
"(30,35]","MASCULINO",19950,"PR",2021
"(35,40]","FEMININO",29370,"PR",2021
"(35,40]","MASCULINO",22052,"PR",2021
"(40,50]","FEMININO",46696,"PR",2021
"(40,50]","MASCULINO",52375,"PR",2021
"(50,60]","FEMININO",53424,"PR",2021
"(50,60]","MASCULINO",66453,"PR",2021
"(60,70]","FEMININO",53289,"PR",2021
"(60,70]","MASCULINO",64096,"PR",2021
"(70,80]","FEMININO",42004,"PR",2021
"(70,80]","MASCULINO",46199,"PR",2021
"(80,Inf]","FEMININO",26617,"PR",2021
"(80,Inf]","MASCULINO",22993,"PR",2021
NA,"FEMININO",6144,"PR",2021
NA,"MASCULINO",7363,"PR",2021
