"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2097,"DF",2014
"(0,1]","MASCULINO",2474,"DF",2014
"(1,5]","FEMININO",4551,"DF",2014
"(1,5]","MASCULINO",5587,"DF",2014
"(5,10]","FEMININO",3551,"DF",2014
"(5,10]","MASCULINO",4515,"DF",2014
"(10,15]","FEMININO",3811,"DF",2014
"(10,15]","MASCULINO",3161,"DF",2014
"(15,20]","FEMININO",14824,"DF",2014
"(15,20]","MASCULINO",3714,"DF",2014
"(20,25]","FEMININO",16582,"DF",2014
"(20,25]","MASCULINO",3948,"DF",2014
"(25,30]","FEMININO",15243,"DF",2014
"(25,30]","MASCULINO",4382,"DF",2014
"(30,35]","FEMININO",12649,"DF",2014
"(30,35]","MASCULINO",4668,"DF",2014
"(35,40]","FEMININO",8588,"DF",2014
"(35,40]","MASCULINO",4673,"DF",2014
"(40,50]","FEMININO",10404,"DF",2014
"(40,50]","MASCULINO",8621,"DF",2014
"(50,60]","FEMININO",8111,"DF",2014
"(50,60]","MASCULINO",8106,"DF",2014
"(60,70]","FEMININO",6789,"DF",2014
"(60,70]","MASCULINO",6986,"DF",2014
"(70,80]","FEMININO",4954,"DF",2014
"(70,80]","MASCULINO",5122,"DF",2014
"(80,Inf]","FEMININO",2936,"DF",2014
"(80,Inf]","MASCULINO",2250,"DF",2014
NA,"FEMININO",3219,"DF",2014
NA,"MASCULINO",3632,"DF",2014
