"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2989,"AM",2018
"(0,1]","MASCULINO",3562,"AM",2018
"(1,5]","FEMININO",5482,"AM",2018
"(1,5]","MASCULINO",6728,"AM",2018
"(5,10]","FEMININO",3953,"AM",2018
"(5,10]","MASCULINO",5463,"AM",2018
"(10,15]","FEMININO",5973,"AM",2018
"(10,15]","MASCULINO",3569,"AM",2018
"(15,20]","FEMININO",23537,"AM",2018
"(15,20]","MASCULINO",3206,"AM",2018
"(20,25]","FEMININO",23458,"AM",2018
"(20,25]","MASCULINO",3624,"AM",2018
"(25,30]","FEMININO",17410,"AM",2018
"(25,30]","MASCULINO",3433,"AM",2018
"(30,35]","FEMININO",13198,"AM",2018
"(30,35]","MASCULINO",3449,"AM",2018
"(35,40]","FEMININO",8739,"AM",2018
"(35,40]","MASCULINO",3425,"AM",2018
"(40,50]","FEMININO",8434,"AM",2018
"(40,50]","MASCULINO",6381,"AM",2018
"(50,60]","FEMININO",6073,"AM",2018
"(50,60]","MASCULINO",7517,"AM",2018
"(60,70]","FEMININO",5630,"AM",2018
"(60,70]","MASCULINO",7235,"AM",2018
"(70,80]","FEMININO",4198,"AM",2018
"(70,80]","MASCULINO",5155,"AM",2018
"(80,Inf]","FEMININO",3014,"AM",2018
"(80,Inf]","MASCULINO",2840,"AM",2018
NA,"FEMININO",2209,"AM",2018
NA,"MASCULINO",2350,"AM",2018
