"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7185,"RJ",2021
"(0,1]","MASCULINO",8790,"RJ",2021
"(1,5]","FEMININO",14621,"RJ",2021
"(1,5]","MASCULINO",18990,"RJ",2021
"(5,10]","FEMININO",9138,"RJ",2021
"(5,10]","MASCULINO",13733,"RJ",2021
"(10,15]","FEMININO",8985,"RJ",2021
"(10,15]","MASCULINO",9002,"RJ",2021
"(15,20]","FEMININO",40426,"RJ",2021
"(15,20]","MASCULINO",10352,"RJ",2021
"(20,25]","FEMININO",60346,"RJ",2021
"(20,25]","MASCULINO",14180,"RJ",2021
"(25,30]","FEMININO",49595,"RJ",2021
"(25,30]","MASCULINO",14688,"RJ",2021
"(30,35]","FEMININO",36910,"RJ",2021
"(30,35]","MASCULINO",14710,"RJ",2021
"(35,40]","FEMININO",29415,"RJ",2021
"(35,40]","MASCULINO",16812,"RJ",2021
"(40,50]","FEMININO",41490,"RJ",2021
"(40,50]","MASCULINO",40026,"RJ",2021
"(50,60]","FEMININO",46567,"RJ",2021
"(50,60]","MASCULINO",54152,"RJ",2021
"(60,70]","FEMININO",52348,"RJ",2021
"(60,70]","MASCULINO",61276,"RJ",2021
"(70,80]","FEMININO",38607,"RJ",2021
"(70,80]","MASCULINO",39779,"RJ",2021
"(80,Inf]","FEMININO",28372,"RJ",2021
"(80,Inf]","MASCULINO",18853,"RJ",2021
NA,"FEMININO",7232,"RJ",2021
NA,"MASCULINO",7800,"RJ",2021
