"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",9391,"MG",2021
"(0,1]","MASCULINO",11177,"MG",2021
"(1,5]","FEMININO",18903,"MG",2021
"(1,5]","MASCULINO",23237,"MG",2021
"(5,10]","FEMININO",11689,"MG",2021
"(5,10]","MASCULINO",16437,"MG",2021
"(10,15]","FEMININO",11778,"MG",2021
"(10,15]","MASCULINO",12703,"MG",2021
"(15,20]","FEMININO",51148,"MG",2021
"(15,20]","MASCULINO",17612,"MG",2021
"(20,25]","FEMININO",78034,"MG",2021
"(20,25]","MASCULINO",23309,"MG",2021
"(25,30]","FEMININO",70167,"MG",2021
"(25,30]","MASCULINO",24327,"MG",2021
"(30,35]","FEMININO",58423,"MG",2021
"(30,35]","MASCULINO",27430,"MG",2021
"(35,40]","FEMININO",48081,"MG",2021
"(35,40]","MASCULINO",32024,"MG",2021
"(40,50]","FEMININO",70856,"MG",2021
"(40,50]","MASCULINO",75198,"MG",2021
"(50,60]","FEMININO",78376,"MG",2021
"(50,60]","MASCULINO",98971,"MG",2021
"(60,70]","FEMININO",83683,"MG",2021
"(60,70]","MASCULINO",104894,"MG",2021
"(70,80]","FEMININO",68567,"MG",2021
"(70,80]","MASCULINO",74447,"MG",2021
"(80,Inf]","FEMININO",58404,"MG",2021
"(80,Inf]","MASCULINO",45623,"MG",2021
NA,"FEMININO",8907,"MG",2021
NA,"MASCULINO",10194,"MG",2021
