"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6892,"PR",2019
"(0,1]","MASCULINO",9100,"PR",2019
"(1,5]","FEMININO",17464,"PR",2019
"(1,5]","MASCULINO",23567,"PR",2019
"(5,10]","FEMININO",13033,"PR",2019
"(5,10]","MASCULINO",18617,"PR",2019
"(10,15]","FEMININO",12088,"PR",2019
"(10,15]","MASCULINO",12231,"PR",2019
"(15,20]","FEMININO",41035,"PR",2019
"(15,20]","MASCULINO",16627,"PR",2019
"(20,25]","FEMININO",55737,"PR",2019
"(20,25]","MASCULINO",21370,"PR",2019
"(25,30]","FEMININO",49056,"PR",2019
"(25,30]","MASCULINO",20389,"PR",2019
"(30,35]","FEMININO",40439,"PR",2019
"(30,35]","MASCULINO",20285,"PR",2019
"(35,40]","FEMININO",34792,"PR",2019
"(35,40]","MASCULINO",23201,"PR",2019
"(40,50]","FEMININO",56916,"PR",2019
"(40,50]","MASCULINO",52781,"PR",2019
"(50,60]","FEMININO",61752,"PR",2019
"(50,60]","MASCULINO",66947,"PR",2019
"(60,70]","FEMININO",61294,"PR",2019
"(60,70]","MASCULINO",69973,"PR",2019
"(70,80]","FEMININO",46669,"PR",2019
"(70,80]","MASCULINO",49931,"PR",2019
"(80,Inf]","FEMININO",29478,"PR",2019
"(80,Inf]","MASCULINO",24969,"PR",2019
NA,"FEMININO",6050,"PR",2019
NA,"MASCULINO",7040,"PR",2019
