"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7719,"RJ",2017
"(0,1]","MASCULINO",9073,"RJ",2017
"(1,5]","FEMININO",14907,"RJ",2017
"(1,5]","MASCULINO",19610,"RJ",2017
"(5,10]","FEMININO",9882,"RJ",2017
"(5,10]","MASCULINO",14358,"RJ",2017
"(10,15]","FEMININO",11136,"RJ",2017
"(10,15]","MASCULINO",9667,"RJ",2017
"(15,20]","FEMININO",50545,"RJ",2017
"(15,20]","MASCULINO",12099,"RJ",2017
"(20,25]","FEMININO",58525,"RJ",2017
"(20,25]","MASCULINO",12996,"RJ",2017
"(25,30]","FEMININO",45637,"RJ",2017
"(25,30]","MASCULINO",12862,"RJ",2017
"(30,35]","FEMININO",35694,"RJ",2017
"(30,35]","MASCULINO",13782,"RJ",2017
"(35,40]","FEMININO",27169,"RJ",2017
"(35,40]","MASCULINO",15300,"RJ",2017
"(40,50]","FEMININO",37445,"RJ",2017
"(40,50]","MASCULINO",34297,"RJ",2017
"(50,60]","FEMININO",41323,"RJ",2017
"(50,60]","MASCULINO",48157,"RJ",2017
"(60,70]","FEMININO",41023,"RJ",2017
"(60,70]","MASCULINO",49185,"RJ",2017
"(70,80]","FEMININO",31035,"RJ",2017
"(70,80]","MASCULINO",31106,"RJ",2017
"(80,Inf]","FEMININO",23916,"RJ",2017
"(80,Inf]","MASCULINO",15825,"RJ",2017
NA,"FEMININO",6634,"RJ",2017
NA,"MASCULINO",7372,"RJ",2017
