"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",601,"AC",2014
"(0,1]","MASCULINO",726,"AC",2014
"(1,5]","FEMININO",1360,"AC",2014
"(1,5]","MASCULINO",1606,"AC",2014
"(5,10]","FEMININO",1021,"AC",2014
"(5,10]","MASCULINO",1420,"AC",2014
"(10,15]","FEMININO",1847,"AC",2014
"(10,15]","MASCULINO",1202,"AC",2014
"(15,20]","FEMININO",6781,"AC",2014
"(15,20]","MASCULINO",1306,"AC",2014
"(20,25]","FEMININO",5774,"AC",2014
"(20,25]","MASCULINO",1442,"AC",2014
"(25,30]","FEMININO",4717,"AC",2014
"(25,30]","MASCULINO",1476,"AC",2014
"(30,35]","FEMININO",3947,"AC",2014
"(30,35]","MASCULINO",1511,"AC",2014
"(35,40]","FEMININO",2411,"AC",2014
"(35,40]","MASCULINO",1414,"AC",2014
"(40,50]","FEMININO",2590,"AC",2014
"(40,50]","MASCULINO",2224,"AC",2014
"(50,60]","FEMININO",1767,"AC",2014
"(50,60]","MASCULINO",1992,"AC",2014
"(60,70]","FEMININO",1519,"AC",2014
"(60,70]","MASCULINO",1671,"AC",2014
"(70,80]","FEMININO",1175,"AC",2014
"(70,80]","MASCULINO",1357,"AC",2014
"(80,Inf]","FEMININO",722,"AC",2014
"(80,Inf]","MASCULINO",978,"AC",2014
NA,"FEMININO",363,"AC",2014
NA,"MASCULINO",222,"AC",2014
