"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2127,"RO",2014
"(0,1]","MASCULINO",2564,"RO",2014
"(1,5]","FEMININO",4245,"RO",2014
"(1,5]","MASCULINO",5182,"RO",2014
"(5,10]","FEMININO",3303,"RO",2014
"(5,10]","MASCULINO",4328,"RO",2014
"(10,15]","FEMININO",2889,"RO",2014
"(10,15]","MASCULINO",2595,"RO",2014
"(15,20]","FEMININO",9865,"RO",2014
"(15,20]","MASCULINO",2895,"RO",2014
"(20,25]","FEMININO",10299,"RO",2014
"(20,25]","MASCULINO",3012,"RO",2014
"(25,30]","FEMININO",8222,"RO",2014
"(25,30]","MASCULINO",3110,"RO",2014
"(30,35]","FEMININO",6048,"RO",2014
"(30,35]","MASCULINO",2969,"RO",2014
"(35,40]","FEMININO",4020,"RO",2014
"(35,40]","MASCULINO",2744,"RO",2014
"(40,50]","FEMININO",5581,"RO",2014
"(40,50]","MASCULINO",5973,"RO",2014
"(50,60]","FEMININO",4467,"RO",2014
"(50,60]","MASCULINO",5654,"RO",2014
"(60,70]","FEMININO",3958,"RO",2014
"(60,70]","MASCULINO",5126,"RO",2014
"(70,80]","FEMININO",3415,"RO",2014
"(70,80]","MASCULINO",4438,"RO",2014
"(80,Inf]","FEMININO",1986,"RO",2014
"(80,Inf]","MASCULINO",2398,"RO",2014
NA,"FEMININO",1109,"RO",2014
NA,"MASCULINO",1136,"RO",2014
