"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7567,"RS",2014
"(0,1]","MASCULINO",9404,"RS",2014
"(1,5]","FEMININO",15400,"RS",2014
"(1,5]","MASCULINO",19449,"RS",2014
"(5,10]","FEMININO",11173,"RS",2014
"(5,10]","MASCULINO",15341,"RS",2014
"(10,15]","FEMININO",11621,"RS",2014
"(10,15]","MASCULINO",10480,"RS",2014
"(15,20]","FEMININO",40373,"RS",2014
"(15,20]","MASCULINO",14074,"RS",2014
"(20,25]","FEMININO",42639,"RS",2014
"(20,25]","MASCULINO",15714,"RS",2014
"(25,30]","FEMININO",39175,"RS",2014
"(25,30]","MASCULINO",16079,"RS",2014
"(30,35]","FEMININO",34989,"RS",2014
"(30,35]","MASCULINO",17459,"RS",2014
"(35,40]","FEMININO",27382,"RS",2014
"(35,40]","MASCULINO",17567,"RS",2014
"(40,50]","FEMININO",50254,"RS",2014
"(40,50]","MASCULINO",43545,"RS",2014
"(50,60]","FEMININO",54498,"RS",2014
"(50,60]","MASCULINO",58893,"RS",2014
"(60,70]","FEMININO",50446,"RS",2014
"(60,70]","MASCULINO",59499,"RS",2014
"(70,80]","FEMININO",42348,"RS",2014
"(70,80]","MASCULINO",42372,"RS",2014
"(80,Inf]","FEMININO",30998,"RS",2014
"(80,Inf]","MASCULINO",19275,"RS",2014
NA,"FEMININO",3819,"RS",2014
NA,"MASCULINO",4427,"RS",2014
