"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1912,"RN",2016
"(0,1]","MASCULINO",2597,"RN",2016
"(1,5]","FEMININO",3998,"RN",2016
"(1,5]","MASCULINO",5208,"RN",2016
"(5,10]","FEMININO",2731,"RN",2016
"(5,10]","MASCULINO",3881,"RN",2016
"(10,15]","FEMININO",3298,"RN",2016
"(10,15]","MASCULINO",2428,"RN",2016
"(15,20]","FEMININO",13045,"RN",2016
"(15,20]","MASCULINO",2882,"RN",2016
"(20,25]","FEMININO",14275,"RN",2016
"(20,25]","MASCULINO",3306,"RN",2016
"(25,30]","FEMININO",13327,"RN",2016
"(25,30]","MASCULINO",3731,"RN",2016
"(30,35]","FEMININO",10108,"RN",2016
"(30,35]","MASCULINO",3488,"RN",2016
"(35,40]","FEMININO",6892,"RN",2016
"(35,40]","MASCULINO",3676,"RN",2016
"(40,50]","FEMININO",9173,"RN",2016
"(40,50]","MASCULINO",7727,"RN",2016
"(50,60]","FEMININO",7686,"RN",2016
"(50,60]","MASCULINO",8365,"RN",2016
"(60,70]","FEMININO",7349,"RN",2016
"(60,70]","MASCULINO",7925,"RN",2016
"(70,80]","FEMININO",6581,"RN",2016
"(70,80]","MASCULINO",6201,"RN",2016
"(80,Inf]","FEMININO",5008,"RN",2016
"(80,Inf]","MASCULINO",4017,"RN",2016
NA,"FEMININO",1218,"RN",2016
NA,"MASCULINO",1210,"RN",2016
