"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2716,"PB",2013
"(0,1]","MASCULINO",3263,"PB",2013
"(1,5]","FEMININO",5906,"PB",2013
"(1,5]","MASCULINO",7326,"PB",2013
"(5,10]","FEMININO",3952,"PB",2013
"(5,10]","MASCULINO",5169,"PB",2013
"(10,15]","FEMININO",4512,"PB",2013
"(10,15]","MASCULINO",3534,"PB",2013
"(15,20]","FEMININO",16169,"PB",2013
"(15,20]","MASCULINO",4056,"PB",2013
"(20,25]","FEMININO",17357,"PB",2013
"(20,25]","MASCULINO",4674,"PB",2013
"(25,30]","FEMININO",15716,"PB",2013
"(25,30]","MASCULINO",5021,"PB",2013
"(30,35]","FEMININO",12154,"PB",2013
"(30,35]","MASCULINO",5089,"PB",2013
"(35,40]","FEMININO",8178,"PB",2013
"(35,40]","MASCULINO",5205,"PB",2013
"(40,50]","FEMININO",11713,"PB",2013
"(40,50]","MASCULINO",10554,"PB",2013
"(50,60]","FEMININO",8926,"PB",2013
"(50,60]","MASCULINO",9765,"PB",2013
"(60,70]","FEMININO",9270,"PB",2013
"(60,70]","MASCULINO",8960,"PB",2013
"(70,80]","FEMININO",8532,"PB",2013
"(70,80]","MASCULINO",7543,"PB",2013
"(80,Inf]","FEMININO",6895,"PB",2013
"(80,Inf]","MASCULINO",5432,"PB",2013
NA,"FEMININO",1474,"PB",2013
NA,"MASCULINO",1510,"PB",2013
