"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2985,"AM",2021
"(0,1]","MASCULINO",3519,"AM",2021
"(1,5]","FEMININO",5328,"AM",2021
"(1,5]","MASCULINO",6320,"AM",2021
"(5,10]","FEMININO",3705,"AM",2021
"(5,10]","MASCULINO",4920,"AM",2021
"(10,15]","FEMININO",5843,"AM",2021
"(10,15]","MASCULINO",3229,"AM",2021
"(15,20]","FEMININO",23175,"AM",2021
"(15,20]","MASCULINO",3203,"AM",2021
"(20,25]","FEMININO",25511,"AM",2021
"(20,25]","MASCULINO",3842,"AM",2021
"(25,30]","FEMININO",19507,"AM",2021
"(25,30]","MASCULINO",4093,"AM",2021
"(30,35]","FEMININO",13838,"AM",2021
"(30,35]","MASCULINO",4214,"AM",2021
"(35,40]","FEMININO",9784,"AM",2021
"(35,40]","MASCULINO",4773,"AM",2021
"(40,50]","FEMININO",10444,"AM",2021
"(40,50]","MASCULINO",9388,"AM",2021
"(50,60]","FEMININO",7805,"AM",2021
"(50,60]","MASCULINO",9813,"AM",2021
"(60,70]","FEMININO",7597,"AM",2021
"(60,70]","MASCULINO",9899,"AM",2021
"(70,80]","FEMININO",5348,"AM",2021
"(70,80]","MASCULINO",6510,"AM",2021
"(80,Inf]","FEMININO",3601,"AM",2021
"(80,Inf]","MASCULINO",3360,"AM",2021
NA,"FEMININO",2960,"AM",2021
NA,"MASCULINO",3024,"AM",2021
