"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1758,"RO",2017
"(0,1]","MASCULINO",2000,"RO",2017
"(1,5]","FEMININO",3684,"RO",2017
"(1,5]","MASCULINO",4518,"RO",2017
"(5,10]","FEMININO",2713,"RO",2017
"(5,10]","MASCULINO",3519,"RO",2017
"(10,15]","FEMININO",2387,"RO",2017
"(10,15]","MASCULINO",2203,"RO",2017
"(15,20]","FEMININO",9315,"RO",2017
"(15,20]","MASCULINO",2532,"RO",2017
"(20,25]","FEMININO",10819,"RO",2017
"(20,25]","MASCULINO",2816,"RO",2017
"(25,30]","FEMININO",8756,"RO",2017
"(25,30]","MASCULINO",2865,"RO",2017
"(30,35]","FEMININO",6447,"RO",2017
"(30,35]","MASCULINO",2923,"RO",2017
"(35,40]","FEMININO",4429,"RO",2017
"(35,40]","MASCULINO",3006,"RO",2017
"(40,50]","FEMININO",5535,"RO",2017
"(40,50]","MASCULINO",5649,"RO",2017
"(50,60]","FEMININO",4449,"RO",2017
"(50,60]","MASCULINO",6088,"RO",2017
"(60,70]","FEMININO",4298,"RO",2017
"(60,70]","MASCULINO",5618,"RO",2017
"(70,80]","FEMININO",3399,"RO",2017
"(70,80]","MASCULINO",4460,"RO",2017
"(80,Inf]","FEMININO",2249,"RO",2017
"(80,Inf]","MASCULINO",2630,"RO",2017
NA,"FEMININO",831,"RO",2017
NA,"MASCULINO",982,"RO",2017
