"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6769,"CE",2018
"(0,1]","MASCULINO",8469,"CE",2018
"(1,5]","FEMININO",14261,"CE",2018
"(1,5]","MASCULINO",17821,"CE",2018
"(5,10]","FEMININO",9578,"CE",2018
"(5,10]","MASCULINO",13415,"CE",2018
"(10,15]","FEMININO",10093,"CE",2018
"(10,15]","MASCULINO",8524,"CE",2018
"(15,20]","FEMININO",37676,"CE",2018
"(15,20]","MASCULINO",10085,"CE",2018
"(20,25]","FEMININO",45258,"CE",2018
"(20,25]","MASCULINO",11261,"CE",2018
"(25,30]","FEMININO",38802,"CE",2018
"(25,30]","MASCULINO",10915,"CE",2018
"(30,35]","FEMININO",31628,"CE",2018
"(30,35]","MASCULINO",11209,"CE",2018
"(35,40]","FEMININO",22342,"CE",2018
"(35,40]","MASCULINO",11444,"CE",2018
"(40,50]","FEMININO",26815,"CE",2018
"(40,50]","MASCULINO",22450,"CE",2018
"(50,60]","FEMININO",22137,"CE",2018
"(50,60]","MASCULINO",24720,"CE",2018
"(60,70]","FEMININO",22507,"CE",2018
"(60,70]","MASCULINO",24725,"CE",2018
"(70,80]","FEMININO",20232,"CE",2018
"(70,80]","MASCULINO",20919,"CE",2018
"(80,Inf]","FEMININO",16393,"CE",2018
"(80,Inf]","MASCULINO",14056,"CE",2018
NA,"FEMININO",7120,"CE",2018
NA,"MASCULINO",7764,"CE",2018
