"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",806,"AP",2018
"(0,1]","MASCULINO",938,"AP",2018
"(1,5]","FEMININO",1487,"AP",2018
"(1,5]","MASCULINO",1687,"AP",2018
"(5,10]","FEMININO",985,"AP",2018
"(5,10]","MASCULINO",1184,"AP",2018
"(10,15]","FEMININO",1100,"AP",2018
"(10,15]","MASCULINO",546,"AP",2018
"(15,20]","FEMININO",5170,"AP",2018
"(15,20]","MASCULINO",477,"AP",2018
"(20,25]","FEMININO",5530,"AP",2018
"(20,25]","MASCULINO",595,"AP",2018
"(25,30]","FEMININO",4335,"AP",2018
"(25,30]","MASCULINO",518,"AP",2018
"(30,35]","FEMININO",3347,"AP",2018
"(30,35]","MASCULINO",483,"AP",2018
"(35,40]","FEMININO",2165,"AP",2018
"(35,40]","MASCULINO",498,"AP",2018
"(40,50]","FEMININO",1955,"AP",2018
"(40,50]","MASCULINO",1071,"AP",2018
"(50,60]","FEMININO",1071,"AP",2018
"(50,60]","MASCULINO",1186,"AP",2018
"(60,70]","FEMININO",831,"AP",2018
"(60,70]","MASCULINO",1110,"AP",2018
"(70,80]","FEMININO",580,"AP",2018
"(70,80]","MASCULINO",797,"AP",2018
"(80,Inf]","FEMININO",403,"AP",2018
"(80,Inf]","MASCULINO",450,"AP",2018
NA,"FEMININO",198,"AP",2018
NA,"MASCULINO",149,"AP",2018
