"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",4193,"PR",2020
"(0,1]","MASCULINO",5638,"PR",2020
"(1,5]","FEMININO",10411,"PR",2020
"(1,5]","MASCULINO",13888,"PR",2020
"(5,10]","FEMININO",8284,"PR",2020
"(5,10]","MASCULINO",12036,"PR",2020
"(10,15]","FEMININO",8624,"PR",2020
"(10,15]","MASCULINO",8950,"PR",2020
"(15,20]","FEMININO",34898,"PR",2020
"(15,20]","MASCULINO",13678,"PR",2020
"(20,25]","FEMININO",50495,"PR",2020
"(20,25]","MASCULINO",18759,"PR",2020
"(25,30]","FEMININO",43694,"PR",2020
"(25,30]","MASCULINO",17933,"PR",2020
"(30,35]","FEMININO",35009,"PR",2020
"(30,35]","MASCULINO",18106,"PR",2020
"(35,40]","FEMININO",28177,"PR",2020
"(35,40]","MASCULINO",20114,"PR",2020
"(40,50]","FEMININO",43151,"PR",2020
"(40,50]","MASCULINO",46366,"PR",2020
"(50,60]","FEMININO",47950,"PR",2020
"(50,60]","MASCULINO",60329,"PR",2020
"(60,70]","FEMININO",50472,"PR",2020
"(60,70]","MASCULINO",62311,"PR",2020
"(70,80]","FEMININO",40283,"PR",2020
"(70,80]","MASCULINO",44680,"PR",2020
"(80,Inf]","FEMININO",26468,"PR",2020
"(80,Inf]","MASCULINO",22703,"PR",2020
NA,"FEMININO",6068,"PR",2020
NA,"MASCULINO",7178,"PR",2020
