"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1632,"PI",2021
"(0,1]","MASCULINO",2006,"PI",2021
"(1,5]","FEMININO",3702,"PI",2021
"(1,5]","MASCULINO",4567,"PI",2021
"(5,10]","FEMININO",2393,"PI",2021
"(5,10]","MASCULINO",3665,"PI",2021
"(10,15]","FEMININO",3412,"PI",2021
"(10,15]","MASCULINO",2901,"PI",2021
"(15,20]","FEMININO",14423,"PI",2021
"(15,20]","MASCULINO",3806,"PI",2021
"(20,25]","FEMININO",18152,"PI",2021
"(20,25]","MASCULINO",4810,"PI",2021
"(25,30]","FEMININO",15109,"PI",2021
"(25,30]","MASCULINO",4877,"PI",2021
"(30,35]","FEMININO",13141,"PI",2021
"(30,35]","MASCULINO",5539,"PI",2021
"(35,40]","FEMININO",9733,"PI",2021
"(35,40]","MASCULINO",6332,"PI",2021
"(40,50]","FEMININO",12542,"PI",2021
"(40,50]","MASCULINO",12167,"PI",2021
"(50,60]","FEMININO",10937,"PI",2021
"(50,60]","MASCULINO",12982,"PI",2021
"(60,70]","FEMININO",10698,"PI",2021
"(60,70]","MASCULINO",12161,"PI",2021
"(70,80]","FEMININO",9517,"PI",2021
"(70,80]","MASCULINO",9816,"PI",2021
"(80,Inf]","FEMININO",7273,"PI",2021
"(80,Inf]","MASCULINO",6168,"PI",2021
NA,"FEMININO",2172,"PI",2021
NA,"MASCULINO",2122,"PI",2021
