"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6448,"CE",2016
"(0,1]","MASCULINO",7959,"CE",2016
"(1,5]","FEMININO",12590,"CE",2016
"(1,5]","MASCULINO",15160,"CE",2016
"(5,10]","FEMININO",8960,"CE",2016
"(5,10]","MASCULINO",12562,"CE",2016
"(10,15]","FEMININO",10624,"CE",2016
"(10,15]","MASCULINO",9012,"CE",2016
"(15,20]","FEMININO",39176,"CE",2016
"(15,20]","MASCULINO",10791,"CE",2016
"(20,25]","FEMININO",42032,"CE",2016
"(20,25]","MASCULINO",11578,"CE",2016
"(25,30]","FEMININO",37551,"CE",2016
"(25,30]","MASCULINO",11430,"CE",2016
"(30,35]","FEMININO",27907,"CE",2016
"(30,35]","MASCULINO",11145,"CE",2016
"(35,40]","FEMININO",19915,"CE",2016
"(35,40]","MASCULINO",11138,"CE",2016
"(40,50]","FEMININO",24888,"CE",2016
"(40,50]","MASCULINO",21751,"CE",2016
"(50,60]","FEMININO",20594,"CE",2016
"(50,60]","MASCULINO",22424,"CE",2016
"(60,70]","FEMININO",20318,"CE",2016
"(60,70]","MASCULINO",22526,"CE",2016
"(70,80]","FEMININO",18300,"CE",2016
"(70,80]","MASCULINO",18572,"CE",2016
"(80,Inf]","FEMININO",13618,"CE",2016
"(80,Inf]","MASCULINO",12284,"CE",2016
NA,"FEMININO",5685,"CE",2016
NA,"MASCULINO",6622,"CE",2016
