"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",11713,"MG",2012
"(0,1]","MASCULINO",14528,"MG",2012
"(1,5]","FEMININO",25440,"MG",2012
"(1,5]","MASCULINO",32704,"MG",2012
"(5,10]","FEMININO",18608,"MG",2012
"(5,10]","MASCULINO",25876,"MG",2012
"(10,15]","FEMININO",17713,"MG",2012
"(10,15]","MASCULINO",18457,"MG",2012
"(15,20]","FEMININO",72064,"MG",2012
"(15,20]","MASCULINO",21551,"MG",2012
"(20,25]","FEMININO",82720,"MG",2012
"(20,25]","MASCULINO",25447,"MG",2012
"(25,30]","FEMININO",75398,"MG",2012
"(25,30]","MASCULINO",26185,"MG",2012
"(30,35]","FEMININO",60368,"MG",2012
"(30,35]","MASCULINO",28064,"MG",2012
"(35,40]","FEMININO",45199,"MG",2012
"(35,40]","MASCULINO",28575,"MG",2012
"(40,50]","FEMININO",74006,"MG",2012
"(40,50]","MASCULINO",69620,"MG",2012
"(50,60]","FEMININO",71215,"MG",2012
"(50,60]","MASCULINO",81055,"MG",2012
"(60,70]","FEMININO",63734,"MG",2012
"(60,70]","MASCULINO",73214,"MG",2012
"(70,80]","FEMININO",61152,"MG",2012
"(70,80]","MASCULINO",60320,"MG",2012
"(80,Inf]","FEMININO",44506,"MG",2012
"(80,Inf]","MASCULINO",34741,"MG",2012
NA,"FEMININO",6469,"MG",2012
NA,"MASCULINO",7736,"MG",2012
