"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",820,"AP",2013
"(0,1]","MASCULINO",987,"AP",2013
"(1,5]","FEMININO",1515,"AP",2013
"(1,5]","MASCULINO",1742,"AP",2013
"(5,10]","FEMININO",996,"AP",2013
"(5,10]","MASCULINO",1232,"AP",2013
"(10,15]","FEMININO",1414,"AP",2013
"(10,15]","MASCULINO",685,"AP",2013
"(15,20]","FEMININO",5806,"AP",2013
"(15,20]","MASCULINO",592,"AP",2013
"(20,25]","FEMININO",5487,"AP",2013
"(20,25]","MASCULINO",581,"AP",2013
"(25,30]","FEMININO",4088,"AP",2013
"(25,30]","MASCULINO",596,"AP",2013
"(30,35]","FEMININO",2780,"AP",2013
"(30,35]","MASCULINO",576,"AP",2013
"(35,40]","FEMININO",1694,"AP",2013
"(35,40]","MASCULINO",597,"AP",2013
"(40,50]","FEMININO",1462,"AP",2013
"(40,50]","MASCULINO",1120,"AP",2013
"(50,60]","FEMININO",984,"AP",2013
"(50,60]","MASCULINO",1133,"AP",2013
"(60,70]","FEMININO",755,"AP",2013
"(60,70]","MASCULINO",1069,"AP",2013
"(70,80]","FEMININO",655,"AP",2013
"(70,80]","MASCULINO",832,"AP",2013
"(80,Inf]","FEMININO",432,"AP",2013
"(80,Inf]","MASCULINO",456,"AP",2013
NA,"FEMININO",158,"AP",2013
NA,"MASCULINO",151,"AP",2013
