"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",1464,"PI",2020
"(0,1]","MASCULINO",1753,"PI",2020
"(1,5]","FEMININO",2999,"PI",2020
"(1,5]","MASCULINO",3681,"PI",2020
"(5,10]","FEMININO",2046,"PI",2020
"(5,10]","MASCULINO",3194,"PI",2020
"(10,15]","FEMININO",3144,"PI",2020
"(10,15]","MASCULINO",2474,"PI",2020
"(15,20]","FEMININO",14309,"PI",2020
"(15,20]","MASCULINO",3497,"PI",2020
"(20,25]","FEMININO",17416,"PI",2020
"(20,25]","MASCULINO",4276,"PI",2020
"(25,30]","FEMININO",14430,"PI",2020
"(25,30]","MASCULINO",4328,"PI",2020
"(30,35]","FEMININO",12493,"PI",2020
"(30,35]","MASCULINO",4861,"PI",2020
"(35,40]","FEMININO",8483,"PI",2020
"(35,40]","MASCULINO",5167,"PI",2020
"(40,50]","FEMININO",10019,"PI",2020
"(40,50]","MASCULINO",10015,"PI",2020
"(50,60]","FEMININO",8572,"PI",2020
"(50,60]","MASCULINO",10463,"PI",2020
"(60,70]","FEMININO",8948,"PI",2020
"(60,70]","MASCULINO",10106,"PI",2020
"(70,80]","FEMININO",8001,"PI",2020
"(70,80]","MASCULINO",8422,"PI",2020
"(80,Inf]","FEMININO",6075,"PI",2020
"(80,Inf]","MASCULINO",5348,"PI",2020
NA,"FEMININO",1736,"PI",2020
NA,"MASCULINO",1912,"PI",2020
