"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",7450,"PR",2013
"(0,1]","MASCULINO",9383,"PR",2013
"(1,5]","FEMININO",16449,"PR",2013
"(1,5]","MASCULINO",22878,"PR",2013
"(5,10]","FEMININO",13494,"PR",2013
"(5,10]","MASCULINO",18873,"PR",2013
"(10,15]","FEMININO",14544,"PR",2013
"(10,15]","MASCULINO",13908,"PR",2013
"(15,20]","FEMININO",50486,"PR",2013
"(15,20]","MASCULINO",18038,"PR",2013
"(20,25]","FEMININO",49135,"PR",2013
"(20,25]","MASCULINO",18425,"PR",2013
"(25,30]","FEMININO",41439,"PR",2013
"(25,30]","MASCULINO",18488,"PR",2013
"(30,35]","FEMININO",34846,"PR",2013
"(30,35]","MASCULINO",19932,"PR",2013
"(35,40]","FEMININO",27882,"PR",2013
"(35,40]","MASCULINO",20720,"PR",2013
"(40,50]","FEMININO",48989,"PR",2013
"(40,50]","MASCULINO",47612,"PR",2013
"(50,60]","FEMININO",49084,"PR",2013
"(50,60]","MASCULINO",52537,"PR",2013
"(60,70]","FEMININO",45228,"PR",2013
"(60,70]","MASCULINO",49934,"PR",2013
"(70,80]","FEMININO",36829,"PR",2013
"(70,80]","MASCULINO",37958,"PR",2013
"(80,Inf]","FEMININO",21594,"PR",2013
"(80,Inf]","MASCULINO",18218,"PR",2013
NA,"FEMININO",4003,"PR",2013
NA,"MASCULINO",4733,"PR",2013
