"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2587,"PI",2013
"(0,1]","MASCULINO",3330,"PI",2013
"(1,5]","FEMININO",6624,"PI",2013
"(1,5]","MASCULINO",7761,"PI",2013
"(5,10]","FEMININO",4635,"PI",2013
"(5,10]","MASCULINO",6346,"PI",2013
"(10,15]","FEMININO",5380,"PI",2013
"(10,15]","MASCULINO",4351,"PI",2013
"(15,20]","FEMININO",18451,"PI",2013
"(15,20]","MASCULINO",4839,"PI",2013
"(20,25]","FEMININO",20180,"PI",2013
"(20,25]","MASCULINO",5362,"PI",2013
"(25,30]","FEMININO",18040,"PI",2013
"(25,30]","MASCULINO",5993,"PI",2013
"(30,35]","FEMININO",12427,"PI",2013
"(30,35]","MASCULINO",5636,"PI",2013
"(35,40]","FEMININO",8340,"PI",2013
"(35,40]","MASCULINO",5247,"PI",2013
"(40,50]","FEMININO",12202,"PI",2013
"(40,50]","MASCULINO",10007,"PI",2013
"(50,60]","FEMININO",10514,"PI",2013
"(50,60]","MASCULINO",9769,"PI",2013
"(60,70]","FEMININO",10630,"PI",2013
"(60,70]","MASCULINO",10149,"PI",2013
"(70,80]","FEMININO",9086,"PI",2013
"(70,80]","MASCULINO",8717,"PI",2013
"(80,Inf]","FEMININO",6158,"PI",2013
"(80,Inf]","MASCULINO",5537,"PI",2013
NA,"FEMININO",1058,"PI",2013
NA,"MASCULINO",1013,"PI",2013
