"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",9532,"PA",2016
"(0,1]","MASCULINO",11136,"PA",2016
"(1,5]","FEMININO",16534,"PA",2016
"(1,5]","MASCULINO",19430,"PA",2016
"(5,10]","FEMININO",12240,"PA",2016
"(5,10]","MASCULINO",16096,"PA",2016
"(10,15]","FEMININO",13965,"PA",2016
"(10,15]","MASCULINO",10737,"PA",2016
"(15,20]","FEMININO",51804,"PA",2016
"(15,20]","MASCULINO",11776,"PA",2016
"(20,25]","FEMININO",51409,"PA",2016
"(20,25]","MASCULINO",12257,"PA",2016
"(25,30]","FEMININO",37931,"PA",2016
"(25,30]","MASCULINO",12181,"PA",2016
"(30,35]","FEMININO",26313,"PA",2016
"(30,35]","MASCULINO",11967,"PA",2016
"(35,40]","FEMININO",17410,"PA",2016
"(35,40]","MASCULINO",10943,"PA",2016
"(40,50]","FEMININO",21540,"PA",2016
"(40,50]","MASCULINO",19156,"PA",2016
"(50,60]","FEMININO",16722,"PA",2016
"(50,60]","MASCULINO",18324,"PA",2016
"(60,70]","FEMININO",14177,"PA",2016
"(60,70]","MASCULINO",16805,"PA",2016
"(70,80]","FEMININO",11234,"PA",2016
"(70,80]","MASCULINO",12414,"PA",2016
"(80,Inf]","FEMININO",6602,"PA",2016
"(80,Inf]","MASCULINO",6314,"PA",2016
NA,"FEMININO",2087,"PA",2016
NA,"MASCULINO",2497,"PA",2016
