"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",2197,"AL",2016
"(0,1]","MASCULINO",2691,"AL",2016
"(1,5]","FEMININO",4550,"AL",2016
"(1,5]","MASCULINO",5788,"AL",2016
"(5,10]","FEMININO",2724,"AL",2016
"(5,10]","MASCULINO",4085,"AL",2016
"(10,15]","FEMININO",4072,"AL",2016
"(10,15]","MASCULINO",2701,"AL",2016
"(15,20]","FEMININO",18235,"AL",2016
"(15,20]","MASCULINO",3623,"AL",2016
"(20,25]","FEMININO",16987,"AL",2016
"(20,25]","MASCULINO",3661,"AL",2016
"(25,30]","FEMININO",13464,"AL",2016
"(25,30]","MASCULINO",3959,"AL",2016
"(30,35]","FEMININO",10196,"AL",2016
"(30,35]","MASCULINO",4211,"AL",2016
"(35,40]","FEMININO",7304,"AL",2016
"(35,40]","MASCULINO",4370,"AL",2016
"(40,50]","FEMININO",10244,"AL",2016
"(40,50]","MASCULINO",8820,"AL",2016
"(50,60]","FEMININO",8088,"AL",2016
"(50,60]","MASCULINO",8821,"AL",2016
"(60,70]","FEMININO",7759,"AL",2016
"(60,70]","MASCULINO",8381,"AL",2016
"(70,80]","FEMININO",5777,"AL",2016
"(70,80]","MASCULINO",5698,"AL",2016
"(80,Inf]","FEMININO",3623,"AL",2016
"(80,Inf]","MASCULINO",2909,"AL",2016
NA,"FEMININO",1910,"AL",2016
NA,"MASCULINO",2187,"AL",2016
