"categorias_idade","SEXO_TRAT","n","UF","ANO"
"(0,1]","FEMININO",6547,"MA",2016
"(0,1]","MASCULINO",8007,"MA",2016
"(1,5]","FEMININO",13892,"MA",2016
"(1,5]","MASCULINO",16596,"MA",2016
"(5,10]","FEMININO",10536,"MA",2016
"(5,10]","MASCULINO",13913,"MA",2016
"(10,15]","FEMININO",11568,"MA",2016
"(10,15]","MASCULINO",9434,"MA",2016
"(15,20]","FEMININO",38481,"MA",2016
"(15,20]","MASCULINO",10079,"MA",2016
"(20,25]","FEMININO",38127,"MA",2016
"(20,25]","MASCULINO",10091,"MA",2016
"(25,30]","FEMININO",31957,"MA",2016
"(25,30]","MASCULINO",11133,"MA",2016
"(30,35]","FEMININO",23347,"MA",2016
"(30,35]","MASCULINO",11105,"MA",2016
"(35,40]","FEMININO",15752,"MA",2016
"(35,40]","MASCULINO",9817,"MA",2016
"(40,50]","FEMININO",21684,"MA",2016
"(40,50]","MASCULINO",16718,"MA",2016
"(50,60]","FEMININO",17964,"MA",2016
"(50,60]","MASCULINO",16546,"MA",2016
"(60,70]","FEMININO",16348,"MA",2016
"(60,70]","MASCULINO",16229,"MA",2016
"(70,80]","FEMININO",13131,"MA",2016
"(70,80]","MASCULINO",13288,"MA",2016
"(80,Inf]","FEMININO",7945,"MA",2016
"(80,Inf]","MASCULINO",7707,"MA",2016
NA,"FEMININO",1950,"MA",2016
NA,"MASCULINO",2124,"MA",2016
